reference_date,location,horizon,model,target_end_date,truth,point,wis,mae,persistence_mae
2025-02-15,22,3,ensemble,2025-03-08,398.0,248.0,82.41826086956522,150.0,96.0
2025-02-15,22,3,baseline,2025-03-08,398.0,435.0,24.44347826086957,37.0,96.0
2025-02-15,23,1,ensemble,2025-02-22,265.0,161.0,62.37739130434783,104.0,58.0
2025-02-15,23,1,baseline,2025-02-22,265.0,186.0,60.55217391304348,79.0,58.0
2025-02-15,23,2,ensemble,2025-03-01,208.0,142.0,34.63782608695652,66.0,1.0
2025-02-15,23,2,baseline,2025-03-01,208.0,186.0,12.78521739130435,22.0,1.0
2025-02-15,23,3,ensemble,2025-03-08,200.0,126.0,39.22913043478261,74.0,7.0
2025-02-15,23,3,baseline,2025-03-08,200.0,186.0,8.724347826086957,14.0,7.0
2025-02-15,24,1,ensemble,2025-02-22,761.0,792.0,50.41521739130434,31.0,325.0
2025-02-15,24,1,baseline,2025-02-22,761.0,941.0,132.21565217391307,180.0,325.0
2025-02-15,24,2,ensemble,2025-03-01,548.0,707.0,95.04826086956523,159.0,538.0
2025-02-15,24,2,baseline,2025-03-01,548.0,941.0,330.9226086956522,393.0,538.0
2025-02-15,24,3,ensemble,2025-03-08,379.0,642.0,149.0547826086957,263.0,707.0
2025-02-15,24,3,baseline,2025-03-08,379.0,941.0,490.484347826087,562.0,707.0
2025-02-15,25,1,ensemble,2025-02-22,1292.0,1315.0,74.07217391304349,23.0,288.0
2025-02-15,25,1,baseline,2025-02-22,1292.0,1515.0,147.81913043478264,223.0,288.0
2025-02-15,25,2,ensemble,2025-03-01,1068.0,1168.0,92.4695652173913,100.0,512.0
2025-02-15,25,2,baseline,2025-03-01,1068.0,1515.0,340.31086956521733,447.0,512.0
2025-02-15,25,3,ensemble,2025-03-08,744.0,1036.0,150.9804347826087,292.0,836.0
2025-02-15,25,3,baseline,2025-03-08,744.0,1515.0,646.7804347826086,771.0,836.0
2025-02-15,26,1,ensemble,2025-02-22,1638.0,1368.0,147.3539130434783,270.0,373.0
2025-02-15,26,1,baseline,2025-02-22,1638.0,1581.0,37.740000000000016,57.0,373.0
2025-02-15,26,2,ensemble,2025-03-01,1383.0,1278.0,113.55739130434783,105.0,118.0
2025-02-15,26,2,baseline,2025-03-01,1383.0,1581.0,114.08782608695654,198.0,118.0
2025-02-15,26,3,ensemble,2025-03-08,979.0,1142.0,130.3339130434783,163.0,286.0
2025-02-15,26,3,baseline,2025-03-08,979.0,1581.0,429.37826086956517,602.0,286.0
2025-02-15,27,1,ensemble,2025-02-22,369.0,505.0,76.35217391304349,136.0,320.0
2025-02-15,27,1,baseline,2025-02-22,369.0,673.0,244.94434782608693,304.0,320.0
2025-02-15,27,2,ensemble,2025-03-01,279.0,438.0,83.40086956521738,159.0,410.0
2025-02-15,27,2,baseline,2025-03-01,279.0,673.0,318.44173913043477,394.0,410.0
2025-02-15,27,3,ensemble,2025-03-08,195.0,394.0,103.73260869565219,199.0,494.0
2025-02-15,27,3,baseline,2025-03-08,195.0,673.0,389.78608695652156,478.0,494.0
2025-02-15,28,1,ensemble,2025-02-22,207.0,297.0,48.11913043478261,90.0,260.0
2025-02-15,28,1,baseline,2025-02-22,207.0,366.0,118.39565217391304,159.0,260.0
2025-02-15,28,2,ensemble,2025-03-01,158.0,261.0,58.34478260869565,103.0,309.0
2025-02-15,28,2,baseline,2025-03-01,158.0,366.0,156.87347826086958,208.0,309.0
2025-02-15,28,3,ensemble,2025-03-08,172.0,240.0,38.2395652173913,68.0,295.0
2025-02-15,28,3,baseline,2025-03-08,172.0,366.0,136.69217391304346,194.0,295.0
2025-02-15,29,1,ensemble,2025-02-22,1347.0,663.0,509.4891304347826,684.0,32.0
2025-02-15,29,1,baseline,2025-02-22,1347.0,780.0,472.5208695652173,567.0,32.0
2025-02-15,29,2,ensemble,2025-03-01,861.0,591.0,138.35521739130436,270.0,454.0
2025-02-15,29,2,baseline,2025-03-01,861.0,780.0,48.458260869565216,81.0,454.0
2025-02-15,29,3,ensemble,2025-03-08,692.0,534.0,87.9595652173913,158.0,623.0
2025-02-15,29,3,baseline,2025-03-08,692.0,780.0,52.69347826086957,88.0,623.0
2025-02-15,30,1,ensemble,2025-02-22,195.0,128.0,38.168695652173916,67.0,47.0
2025-02-15,30,1,baseline,2025-02-22,195.0,153.0,27.55652173913044,42.0,47.0
2025-02-15,30,2,ensemble,2025-03-01,186.0,117.0,38.55913043478261,69.0,38.0
2025-02-15,30,2,baseline,2025-03-01,186.0,153.0,19.167391304347824,33.0,38.0
2025-02-15,30,3,ensemble,2025-03-08,151.0,103.0,23.804347826086957,48.0,3.0
2025-02-15,30,3,baseline,2025-03-08,151.0,153.0,5.442173913043479,2.0,3.0
2025-02-15,31,1,ensemble,2025-02-22,294.0,243.0,28.609565217391303,51.0,25.0
2025-02-15,31,1,baseline,2025-02-22,294.0,295.0,3.764347826086957,1.0,25.0
2025-02-15,31,2,ensemble,2025-03-01,197.0,225.0,21.15913043478261,28.0,122.0
2025-02-15,31,2,baseline,2025-03-01,197.0,295.0,72.25565217391306,98.0,122.0
2025-02-15,31,3,ensemble,2025-03-08,153.0,203.0,25.06695652173913,50.0,166.0
2025-02-15,31,3,baseline,2025-03-08,153.0,295.0,112.12521739130433,142.0,166.0
2025-02-15,32,1,ensemble,2025-02-22,117.0,152.0,18.80217391304348,35.0,105.0
2025-02-15,32,1,baseline,2025-02-22,117.0,192.0,48.03217391304348,75.0,105.0
2025-02-15,32,2,ensemble,2025-03-01,97.0,134.0,20.515652173913043,37.0,125.0
2025-02-15,32,2,baseline,2025-03-01,97.0,192.0,58.95434782608695,95.0,125.0
2025-02-15,32,3,ensemble,2025-03-08,79.0,121.0,24.10347826086957,42.0,143.0
2025-02-15,32,3,baseline,2025-03-08,79.0,192.0,69.25,113.0,143.0
2025-02-15,33,1,ensemble,2025-02-22,212.0,136.0,43.39956521739131,76.0,9.0
2025-02-15,33,1,baseline,2025-02-22,212.0,162.0,36.24956521739131,50.0,9.0
2025-02-15,33,2,ensemble,2025-03-01,190.0,126.0,36.140869565217386,64.0,13.0
2025-02-15,33,2,baseline,2025-03-01,190.0,162.0,16.83521739130435,28.0,13.0
2025-02-15,33,3,ensemble,2025-03-08,145.0,116.0,16.78782608695652,29.0,58.0
2025-02-15,33,3,baseline,2025-03-08,145.0,162.0,9.508260869565218,17.0,58.0
2025-02-15,34,1,ensemble,2025-02-22,1205.0,1532.0,167.06695652173914,327.0,683.0
2025-02-15,34,1,baseline,2025-02-22,1205.0,1888.0,564.0704347826087,683.0,683.0
2025-02-15,34,2,ensemble,2025-03-01,938.0,1338.0,222.65565217391304,400.0,950.0
2025-02-15,34,2,baseline,2025-03-01,938.0,1888.0,803.1834782608695,950.0,950.0
2025-02-15,34,3,ensemble,2025-03-08,630.0,1204.0,326.38739130434783,574.0,1258.0
2025-02-15,34,3,baseline,2025-03-08,630.0,1888.0,1089.8039130434784,1258.0,1258.0
2025-02-15,35,1,ensemble,2025-02-22,237.0,102.0,104.56260869565217,135.0,22.0
2025-02-15,35,1,baseline,2025-02-22,237.0,123.0,79.7604347826087,114.0,22.0
2025-02-15,35,2,ensemble,2025-03-01,184.0,87.0,63.4191304347826,97.0,31.0
2025-02-15,35,2,baseline,2025-03-01,184.0,123.0,35.052608695652175,61.0,31.0
2025-02-15,35,3,ensemble,2025-03-08,178.0,71.0,68.20434782608696,107.0,37.0
2025-02-15,35,3,baseline,2025-03-08,178.0,123.0,30.39521739130435,55.0,37.0
2025-02-15,36,1,ensemble,2025-02-22,2025.0,1935.0,141.38304347826087,90.0,920.0
2025-02-15,36,1,baseline,2025-02-22,2025.0,2481.0,300.37260869565216,456.0,920.0
2025-02-15,36,2,ensemble,2025-03-01,1617.0,1627.0,138.31956521739133,10.0,1328.0
2025-02-15,36,2,baseline,2025-03-01,1617.0,2481.0,626.9552173913045,864.0,1328.0
2025-02-15,36,3,ensemble,2025-03-08,1282.0,1386.0,145.53565217391306,104.0,1663.0
2025-02-15,36,3,baseline,2025-03-08,1282.0,2481.0,925.1039130434781,1199.0,1663.0
2025-02-15,37,1,ensemble,2025-02-22,1169.0,1819.0,375.5991304347826,650.0,1111.0
2025-02-15,37,1,baseline,2025-02-22,1169.0,2211.0,927.8091304347824,1042.0,1111.0
2025-02-15,37,2,ensemble,2025-03-01,917.0,1650.0,419.57347826086965,733.0,1363.0
2025-02-15,37,2,baseline,2025-03-01,917.0,2211.0,1153.0321739130436,1294.0,1363.0
2025-02-15,37,3,ensemble,2025-03-08,821.0,1460.0,335.4930434782609,639.0,1459.0
2025-02-15,37,3,baseline,2025-03-08,821.0,2211.0,1224.291304347826,1390.0,1459.0
2025-02-15,38,1,ensemble,2025-02-22,63.0,104.0,22.348260869565216,41.0,64.0
2025-02-15,38,1,baseline,2025-02-22,63.0,123.0,49.678260869565236,60.0,64.0
2025-02-15,38,2,ensemble,2025-03-01,47.0,89.0,24.96608695652174,42.0,80.0
2025-02-15,38,2,baseline,2025-03-01,47.0,123.0,63.2686956521739,76.0,80.0
2025-02-15,38,3,ensemble,2025-03-08,31.0,81.0,31.40086956521739,50.0,96.0
2025-02-15,38,3,baseline,2025-03-08,31.0,123.0,77.32565217391303,92.0,96.0
2025-02-15,39,1,ensemble,2025-02-22,3065.0,2340.0,348.01826086956515,725.0,130.0
2025-02-15,39,1,baseline,2025-02-22,3065.0,2900.0,100.96695652173914,165.0,130.0
2025-02-15,39,2,ensemble,2025-03-01,2540.0,2041.0,251.514347826087,499.0,655.0
2025-02-15,39,2,baseline,2025-03-01,2540.0,2900.0,226.3247826086956,360.0,655.0
2025-02-15,39,3,ensemble,2025-03-08,1882.0,1850.0,181.34304347826088,32.0,1313.0
2025-02-15,39,3,baseline,2025-03-08,1882.0,2900.0,799.2104347826089,1018.0,1313.0
2025-02-15,40,1,ensemble,2025-02-22,493.0,478.0,36.5,15.0,559.0
2025-02-15,40,1,baseline,2025-02-22,493.0,569.0,46.29521739130435,76.0,559.0
2025-02-15,40,2,ensemble,2025-03-01,334.0,393.0,44.26173913043478,59.0,718.0
2025-02-15,40,2,baseline,2025-03-01,334.0,569.0,152.00869565217388,235.0,718.0
2025-02-15,40,3,ensemble,2025-03-08,221.0,331.0,61.090869565217396,110.0,831.0
2025-02-15,40,3,baseline,2025-03-08,221.0,569.0,229.78782608695653,348.0,831.0
2025-02-15,41,1,ensemble,2025-02-22,484.0,416.0,42.0186956521739,68.0,81.0
2025-02-15,41,1,baseline,2025-02-22,484.0,513.0,19.049565217391304,29.0,81.0
2025-02-15,41,2,ensemble,2025-03-01,321.0,356.0,38.62478260869566,35.0,244.0
2025-02-15,41,2,baseline,2025-03-01,321.0,513.0,127.88826086956523,192.0,244.0
2025-02-15,41,3,ensemble,2025-03-08,207.0,324.0,60.75826086956522,117.0,358.0
2025-02-15,41,3,baseline,2025-03-08,207.0,513.0,218.04086956521746,306.0,358.0
2025-02-15,42,1,ensemble,2025-02-22,3579.0,3481.0,213.77478260869572,98.0,684.0
2025-02-15,42,1,baseline,2025-02-22,3579.0,4170.0,418.74739130434784,591.0,684.0
2025-02-15,42,2,ensemble,2025-03-01,3019.0,3024.0,255.56695652173917,5.0,1244.0
2025-02-15,42,2,baseline,2025-03-01,3019.0,4170.0,921.2265217391302,1151.0,1244.0
2025-02-15,42,3,ensemble,2025-03-08,2356.0,2852.0,305.6117391304348,496.0,1907.0
2025-02-15,42,3,baseline,2025-03-08,2356.0,4170.0,1547.0904347826086,1814.0,1907.0
2025-02-15,44,1,ensemble,2025-02-22,131.0,150.0,12.475217391304348,19.0,71.0
2025-02-15,44,1,baseline,2025-02-22,131.0,177.0,35.10434782608696,46.0,71.0
2025-02-15,44,2,ensemble,2025-03-01,107.0,136.0,17.175652173913047,29.0,95.0
2025-02-15,44,2,baseline,2025-03-01,107.0,177.0,56.76260869565218,70.0,95.0
2025-02-15,44,3,ensemble,2025-03-08,65.0,120.0,30.083913043478265,55.0,137.0
2025-02-15,44,3,baseline,2025-03-08,65.0,177.0,96.70739130434785,112.0,137.0
2025-02-15,45,1,ensemble,2025-02-22,474.0,931.0,290.9286956521739,457.0,758.0
2025-02-15,45,1,baseline,2025-02-22,474.0,1148.0,606.8843478260869,674.0,758.0
2025-02-15,45,2,ensemble,2025-03-01,442.0,824.0,226.33478260869563,382.0,790.0
2025-02-15,45,2,baseline,2025-03-01,442.0,1148.0,621.2091304347825,706.0,790.0
2025-02-15,45,3,ensemble,2025-03-08,408.0,760.0,190.17217391304348,352.0,824.0
2025-02-15,45,3,baseline,2025-03-08,408.0,1148.0,642.0056521739131,740.0,824.0
2025-02-15,46,1,ensemble,2025-02-22,110.0,147.0,23.168260869565223,37.0,97.0
2025-02-15,46,1,baseline,2025-02-22,110.0,183.0,59.75043478260869,73.0,97.0
2025-02-15,46,2,ensemble,2025-03-01,89.0,139.0,27.596521739130434,50.0,118.0
2025-02-15,46,2,baseline,2025-03-01,89.0,183.0,77.84173913043477,94.0,118.0
2025-02-15,46,3,ensemble,2025-03-08,53.0,123.0,43.678695652173914,70.0,154.0
2025-02-15,46,3,baseline,2025-03-08,53.0,183.0,111.48260869565219,130.0,154.0
2025-02-15,47,1,ensemble,2025-02-22,531.0,710.0,91.23434782608697,179.0,536.0
2025-02-15,47,1,baseline,2025-02-22,531.0,853.0,232.6495652173913,322.0,536.0
2025-02-15,47,2,ensemble,2025-03-01,526.0,623.0,63.80652173913043,97.0,541.0
2025-02-15,47,2,baseline,2025-03-01,526.0,853.0,221.9008695652174,327.0,541.0
2025-02-15,47,3,ensemble,2025-03-08,477.0,563.0,57.65086956521739,86.0,590.0
2025-02-15,47,3,baseline,2025-03-08,477.0,853.0,252.10521739130436,376.0,590.0
2025-02-15,48,1,ensemble,2025-02-22,1751.0,3268.0,908.0273913043477,1517.0,2447.0
2025-02-15,48,1,baseline,2025-02-22,1751.0,3928.0,1915.970869565217,2177.0,2447.0
2025-02-15,48,2,ensemble,2025-03-01,1528.0,2998.0,843.1543478260868,1470.0,2670.0
2025-02-15,48,2,baseline,2025-03-01,1528.0,3928.0,2078.2491304347823,2400.0,2670.0
2025-02-15,48,3,ensemble,2025-03-08,1208.0,2559.0,792.2734782608696,1351.0,2990.0
2025-02-15,48,3,baseline,2025-03-08,1208.0,3928.0,2349.0573913043486,2720.0,2990.0
2025-02-15,49,1,ensemble,2025-02-22,183.0,168.0,13.731739130434784,15.0,30.0
2025-02-15,49,1,baseline,2025-02-22,183.0,209.0,16.409999999999997,26.0,30.0
2025-02-15,49,2,ensemble,2025-03-01,123.0,148.0,17.122608695652175,25.0,90.0
2025-02-15,49,2,baseline,2025-03-01,123.0,209.0,60.24869565217391,86.0,90.0
2025-02-15,49,3,ensemble,2025-03-08,121.0,131.0,13.761304347826087,10.0,92.0
2025-02-15,49,3,baseline,2025-03-08,121.0,209.0,59.175217391304336,88.0,92.0
2025-02-15,50,1,ensemble,2025-02-22,104.0,99.0,7.283913043478262,5.0,30.0
2025-02-15,50,1,baseline,2025-02-22,104.0,115.0,6.706956521739131,11.0,30.0
2025-02-15,50,2,ensemble,2025-03-01,65.0,94.0,13.943478260869567,29.0,69.0
2025-02-15,50,2,baseline,2025-03-01,65.0,115.0,39.90782608695652,50.0,69.0
2025-02-15,50,3,ensemble,2025-03-08,43.0,86.0,23.745217391304347,43.0,91.0
2025-02-15,50,3,baseline,2025-03-08,43.0,115.0,60.44521739130436,72.0,91.0
2025-02-15,51,1,ensemble,2025-02-22,896.0,944.0,64.90217391304348,48.0,419.0
2025-02-15,51,1,baseline,2025-02-22,896.0,1089.0,127.08826086956523,193.0,419.0
2025-02-15,51,2,ensemble,2025-03-01,714.0,815.0,76.61173913043478,101.0,601.0
2025-02-15,51,2,baseline,2025-03-01,714.0,1089.0,276.5095652173913,375.0,601.0
2025-02-15,51,3,ensemble,2025-03-08,556.0,745.0,107.81304347826087,189.0,759.0
2025-02-15,51,3,baseline,2025-03-08,556.0,1089.0,419.01565217391305,533.0,759.0
2025-02-15,53,1,ensemble,2025-02-22,663.0,604.0,49.04086956521739,59.0,84.0
2025-02-15,53,1,baseline,2025-02-22,663.0,733.0,43.25086956521739,70.0,84.0
2025-02-15,53,2,ensemble,2025-03-01,422.0,530.0,64.81391304347827,108.0,325.0
2025-02-15,53,2,baseline,2025-03-01,422.0,733.0,231.60608695652172,311.0,325.0
2025-02-15,53,3,ensemble,2025-03-08,241.0,467.0,134.36043478260868,226.0,506.0
2025-02-15,53,3,baseline,2025-03-08,241.0,733.0,400.3765217391305,492.0,506.0
2025-02-15,54,1,ensemble,2025-02-22,628.0,365.0,175.5308695652174,263.0,170.0
2025-02-15,54,1,baseline,2025-02-22,628.0,439.0,154.2095652173913,189.0,170.0
2025-02-15,54,2,ensemble,2025-03-01,511.0,326.0,103.8934782608696,185.0,53.0
2025-02-15,54,2,baseline,2025-03-01,511.0,439.0,43.48652173913043,72.0,53.0
2025-02-15,54,3,ensemble,2025-03-08,456.0,292.0,85.45826086956522,164.0,2.0
2025-02-15,54,3,baseline,2025-03-08,456.0,439.0,13.614347826086956,17.0,2.0
2025-02-15,55,1,ensemble,2025-02-22,882.0,871.0,52.05695652173912,11.0,267.0
2025-02-15,55,1,baseline,2025-02-22,882.0,1041.0,109.24782608695655,159.0,267.0
2025-02-15,55,2,ensemble,2025-03-01,781.0,799.0,59.41956521739129,18.0,368.0
2025-02-15,55,2,baseline,2025-03-01,781.0,1041.0,189.16608695652175,260.0,368.0
2025-02-15,55,3,ensemble,2025-03-08,501.0,714.0,114.97217391304348,213.0,648.0
2025-02-15,55,3,baseline,2025-03-08,501.0,1041.0,457.39826086956526,540.0,648.0
2025-02-15,56,1,ensemble,2025-02-22,98.0,50.0,29.916521739130438,48.0,1.0
2025-02-15,56,1,baseline,2025-02-22,98.0,62.0,23.83521739130435,36.0,1.0
2025-02-15,56,2,ensemble,2025-03-01,46.0,46.0,6.464347826086958,0.0,53.0
2025-02-15,56,2,baseline,2025-03-01,46.0,62.0,9.151739130434782,16.0,53.0
2025-02-15,56,3,ensemble,2025-03-08,39.0,39.0,5.993043478260868,0.0,60.0
2025-02-15,56,3,baseline,2025-03-08,39.0,62.0,12.813478260869564,23.0,60.0
2025-02-22,01,1,ensemble,2025-03-01,330.0,301.0,27.866521739130437,29.0,85.0
2025-02-22,01,1,baseline,2025-03-01,330.0,391.0,36.94608695652174,61.0,85.0
2025-02-22,01,2,ensemble,2025-03-08,315.0,248.0,38.67391304347826,67.0,100.0
2025-02-22,01,2,baseline,2025-03-08,315.0,391.0,44.41434782608696,76.0,100.0
2025-02-22,01,3,ensemble,2025-03-15,273.0,201.0,40.60521739130434,72.0,142.0
2025-02-22,01,3,baseline,2025-03-15,273.0,391.0,66.79434782608696,118.0,142.0
2025-02-22,02,1,ensemble,2025-03-01,56.0,33.0,13.666521739130435,23.0,6.0
2025-02-22,02,1,baseline,2025-03-01,56.0,38.0,11.657391304347826,18.0,6.0
2025-02-22,02,2,ensemble,2025-03-08,58.0,30.0,16.29173913043478,28.0,8.0
2025-02-22,02,2,baseline,2025-03-08,58.0,38.0,12.300869565217392,20.0,8.0
2025-02-22,02,3,ensemble,2025-03-15,32.0,27.0,4.293478260869565,5.0,18.0
2025-02-22,02,3,baseline,2025-03-15,32.0,38.0,3.834782608695652,6.0,18.0
2025-02-22,04,1,ensemble,2025-03-01,621.0,497.0,70.33130434782608,124.0,58.0
2025-02-22,04,1,baseline,2025-03-01,621.0,708.0,55.18304347826088,87.0,58.0
2025-02-22,04,2,ensemble,2025-03-08,468.0,419.0,54.20130434782609,49.0,211.0
2025-02-22,04,2,baseline,2025-03-08,468.0,708.0,139.8065217391305,240.0,211.0
2025-02-22,04,3,ensemble,2025-03-15,359.0,396.0,56.43217391304347,37.0,320.0
2025-02-22,04,3,baseline,2025-03-15,359.0,708.0,204.56826086956525,349.0,320.0
2025-02-22,05,1,ensemble,2025-03-01,350.0,320.0,27.08391304347826,30.0,164.0
2025-02-22,05,1,baseline,2025-03-01,350.0,407.0,33.15739130434783,57.0,164.0
2025-02-22,05,2,ensemble,2025-03-08,325.0,240.0,47.740434782608695,85.0,189.0
2025-02-22,05,2,baseline,2025-03-08,325.0,407.0,47.41826086956522,82.0,189.0
2025-02-22,05,3,ensemble,2025-03-15,229.0,230.0,25.676956521739132,1.0,285.0
2025-02-22,05,3,baseline,2025-03-15,229.0,407.0,114.18478260869566,178.0,285.0
2025-02-22,06,1,ensemble,2025-03-01,1412.0,2016.0,342.7139130434782,604.0,1230.0
2025-02-22,06,1,baseline,2025-03-01,1412.0,2563.0,829.3443478260868,1151.0,1230.0
2025-02-22,06,2,ensemble,2025-03-08,1041.0,1791.0,411.47521739130434,750.0,1601.0
2025-02-22,06,2,baseline,2025-03-08,1041.0,2563.0,1125.2282608695652,1522.0,1601.0
2025-02-22,06,3,ensemble,2025-03-15,959.0,1605.0,336.32043478260874,646.0,1683.0
2025-02-22,06,3,baseline,2025-03-15,959.0,2563.0,1141.0308695652172,1604.0,1683.0
2025-02-22,08,1,ensemble,2025-03-01,381.0,453.0,41.00869565217391,72.0,202.0
2025-02-22,08,1,baseline,2025-03-01,381.0,573.0,138.90826086956525,192.0,202.0
2025-02-22,08,2,ensemble,2025-03-08,311.0,418.0,52.5913043478261,107.0,272.0
2025-02-22,08,2,baseline,2025-03-08,311.0,573.0,190.09695652173912,262.0,272.0
2025-02-22,08,3,ensemble,2025-03-15,215.0,374.0,87.44608695652173,159.0,368.0
2025-02-22,08,3,baseline,2025-03-15,215.0,573.0,271.8821739130435,358.0,368.0
2025-02-22,09,1,ensemble,2025-03-01,278.0,402.0,65.52695652173912,124.0,221.0
2025-02-22,09,1,baseline,2025-03-01,278.0,499.0,178.38260869565218,221.0,221.0
2025-02-22,09,2,ensemble,2025-03-08,187.0,362.0,91.41304347826089,175.0,312.0
2025-02-22,09,2,baseline,2025-03-08,187.0,499.0,259.4352173913044,312.0,312.0
2025-02-22,09,3,ensemble,2025-03-15,147.0,324.0,96.58217391304349,177.0,352.0
2025-02-22,09,3,baseline,2025-03-15,147.0,499.0,291.25608695652176,352.0,352.0
2025-02-22,10,1,ensemble,2025-03-01,88.0,120.0,15.44826086956522,32.0,72.0
2025-02-22,10,1,baseline,2025-03-01,88.0,160.0,54.76869565217392,72.0,72.0
2025-02-22,10,2,ensemble,2025-03-08,55.0,105.0,24.636086956521748,50.0,105.0
2025-02-22,10,2,baseline,2025-03-08,55.0,160.0,81.49173913043478,105.0,105.0
2025-02-22,10,3,ensemble,2025-03-15,45.0,84.0,23.670434782608694,39.0,115.0
2025-02-22,10,3,baseline,2025-03-15,45.0,160.0,88.01739130434783,115.0,115.0
2025-02-22,11,1,ensemble,2025-03-01,113.0,60.0,28.605217391304347,53.0,30.0
2025-02-22,11,1,baseline,2025-03-01,113.0,64.0,35.47521739130435,49.0,30.0
2025-02-22,11,2,ensemble,2025-03-08,103.0,57.0,24.502608695652178,46.0,20.0
2025-02-22,11,2,baseline,2025-03-08,103.0,64.0,25.492173913043484,39.0,20.0
2025-02-22,11,3,ensemble,2025-03-15,81.0,42.0,18.252173913043475,39.0,2.0
2025-02-22,11,3,baseline,2025-03-15,81.0,64.0,9.866521739130436,17.0,2.0
2025-02-22,12,1,ensemble,2025-03-01,1548.0,1817.0,154.76739130434785,269.0,888.0
2025-02-22,12,1,baseline,2025-03-01,1548.0,2270.0,528.4526086956521,722.0,888.0
2025-02-22,12,2,ensemble,2025-03-08,1243.0,1602.0,208.19956521739132,359.0,1193.0
2025-02-22,12,2,baseline,2025-03-08,1243.0,2270.0,785.8330434782612,1027.0,1193.0
2025-02-22,12,3,ensemble,2025-03-15,1072.0,1469.0,197.23391304347825,397.0,1364.0
2025-02-22,12,3,baseline,2025-03-15,1072.0,2270.0,920.756956521739,1198.0,1364.0
2025-02-22,13,1,ensemble,2025-03-01,437.0,355.0,51.943913043478275,82.0,297.0
2025-02-22,13,1,baseline,2025-03-01,437.0,409.0,23.94173913043478,28.0,297.0
2025-02-22,13,2,ensemble,2025-03-08,396.0,315.0,54.50913043478263,81.0,338.0
2025-02-22,13,2,baseline,2025-03-08,396.0,409.0,27.48434782608696,13.0,338.0
2025-02-22,13,3,ensemble,2025-03-15,365.0,258.0,66.97173913043478,107.0,369.0
2025-02-22,13,3,baseline,2025-03-15,365.0,409.0,40.43913043478261,44.0,369.0
2025-02-22,15,1,ensemble,2025-03-01,67.0,66.0,4.479130434782609,1.0,12.0
2025-02-22,15,1,baseline,2025-03-01,67.0,79.0,6.86608695652174,12.0,12.0
2025-02-22,15,2,ensemble,2025-03-08,63.0,60.0,5.345652173913043,3.0,16.0
2025-02-22,15,2,baseline,2025-03-08,63.0,79.0,9.128695652173915,16.0,16.0
2025-02-22,15,3,ensemble,2025-03-15,56.0,57.0,5.888695652173913,1.0,23.0
2025-02-22,15,3,baseline,2025-03-15,56.0,79.0,13.761739130434782,23.0,23.0
2025-02-22,16,1,ensemble,2025-03-01,124.0,105.0,12.087391304347825,19.0,28.0
2025-02-22,16,1,baseline,2025-03-01,124.0,125.0,5.50608695652174,1.0,28.0
2025-02-22,16,2,ensemble,2025-03-08,90.0,92.0,9.600434782608696,2.0,62.0
2025-02-22,16,2,baseline,2025-03-08,90.0,125.0,20.36434782608696,35.0,62.0
2025-02-22,16,3,ensemble,2025-03-15,99.0,84.0,12.963913043478264,15.0,53.0
2025-02-22,16,3,baseline,2025-03-15,99.0,125.0,16.498260869565218,26.0,53.0
2025-02-22,17,1,ensemble,2025-03-01,1301.0,1379.0,97.30217391304348,78.0,757.0
2025-02-22,17,1,baseline,2025-03-01,1301.0,1779.0,348.2582608695652,478.0,757.0
2025-02-22,17,2,ensemble,2025-03-08,956.0,1250.0,158.65739130434784,294.0,1102.0
2025-02-22,17,2,baseline,2025-03-08,956.0,1779.0,660.2160869565217,823.0,1102.0
2025-02-22,17,3,ensemble,2025-03-15,695.0,1115.0,234.16173913043477,420.0,1363.0
2025-02-22,17,3,baseline,2025-03-15,695.0,1779.0,896.293043478261,1084.0,1363.0
2025-02-22,18,1,ensemble,2025-03-01,1156.0,1242.0,91.98869565217392,86.0,514.0
2025-02-22,18,1,baseline,2025-03-01,1156.0,1570.0,310.41173913043474,414.0,514.0
2025-02-22,18,2,ensemble,2025-03-08,871.0,1051.0,121.24913043478259,180.0,799.0
2025-02-22,18,2,baseline,2025-03-08,871.0,1570.0,566.0060869565217,699.0,799.0
2025-02-22,18,3,ensemble,2025-03-15,580.0,961.0,185.81608695652176,381.0,1090.0
2025-02-22,18,3,baseline,2025-03-15,580.0,1570.0,838.4247826086956,990.0,1090.0
2025-02-22,19,1,ensemble,2025-03-01,352.0,375.0,24.784782608695654,23.0,146.0
2025-02-22,19,1,baseline,2025-03-01,352.0,456.0,70.89173913043477,104.0,146.0
2025-02-22,19,2,ensemble,2025-03-08,271.0,318.0,33.450434782608696,47.0,227.0
2025-02-22,19,2,baseline,2025-03-08,271.0,456.0,140.28913043478263,185.0,227.0
2025-02-22,19,3,ensemble,2025-03-15,187.0,273.0,42.44826086956522,86.0,311.0
2025-02-22,19,3,baseline,2025-03-15,187.0,456.0,216.70043478260868,269.0,311.0
2025-02-22,20,1,ensemble,2025-03-01,305.0,344.0,29.390869565217393,39.0,214.0
2025-02-22,20,1,baseline,2025-03-01,305.0,445.0,103.9995652173913,140.0,214.0
2025-02-22,20,2,ensemble,2025-03-08,251.0,298.0,33.05913043478262,47.0,268.0
2025-02-22,20,2,baseline,2025-03-08,251.0,445.0,149.29043478260868,194.0,268.0
2025-02-22,20,3,ensemble,2025-03-15,164.0,268.0,54.4595652173913,104.0,355.0
2025-02-22,20,3,baseline,2025-03-15,164.0,445.0,229.68869565217392,281.0,355.0
