reference_date,location,horizon,model,target_end_date,truth,point,wis,mae,persistence_mae
2024-12-07,51,1,baseline,2024-12-14,140.0,39.0,60.80739130434783,101.0,94.0
2024-12-07,51,2,ensemble,2024-12-21,192.0,78.0,77.60347826086957,114.0,146.0
2024-12-07,51,2,baseline,2024-12-21,192.0,39.0,92.91260869565217,153.0,146.0
2024-12-07,51,3,ensemble,2024-12-28,371.0,94.0,214.33652173913043,277.0,325.0
2024-12-07,51,3,baseline,2024-12-28,371.0,39.0,243.75652173913045,332.0,325.0
2024-12-07,53,1,ensemble,2024-12-14,188.0,54.0,98.5708695652174,134.0,142.0
2024-12-07,53,1,baseline,2024-12-14,188.0,41.0,105.42304347826087,147.0,142.0
2024-12-07,53,2,ensemble,2024-12-21,416.0,61.0,300.32652173913044,355.0,370.0
2024-12-07,53,2,baseline,2024-12-21,416.0,41.0,302.2508695652174,375.0,370.0
2024-12-07,53,3,ensemble,2024-12-28,541.0,71.0,399.20478260869567,470.0,495.0
2024-12-07,53,3,baseline,2024-12-28,541.0,41.0,416.31608695652176,500.0,495.0
2024-12-07,54,1,ensemble,2024-12-14,21.0,8.0,7.326086956521739,13.0,18.0
2024-12-07,54,1,baseline,2024-12-14,21.0,3.0,9.14695652173913,18.0,18.0
2024-12-07,54,2,ensemble,2024-12-21,37.0,10.0,17.27217391304348,27.0,34.0
2024-12-07,54,2,baseline,2024-12-21,37.0,3.0,16.473478260869566,34.0,34.0
2024-12-07,54,3,ensemble,2024-12-28,102.0,11.0,74.6413043478261,91.0,99.0
2024-12-07,54,3,baseline,2024-12-28,102.0,3.0,61.41695652173912,99.0,99.0
2024-12-07,55,1,ensemble,2024-12-14,66.0,21.0,27.08608695652175,45.0,54.0
2024-12-07,55,1,baseline,2024-12-14,66.0,12.0,31.679999999999996,54.0,54.0
2024-12-07,55,2,ensemble,2024-12-21,120.0,31.0,60.595652173913045,89.0,108.0
2024-12-07,55,2,baseline,2024-12-21,120.0,12.0,67.40173913043478,108.0,108.0
2024-12-07,55,3,ensemble,2024-12-28,253.0,39.0,171.16434782608695,214.0,241.0
2024-12-07,55,3,baseline,2024-12-28,253.0,12.0,177.27,241.0,241.0
2024-12-07,56,1,ensemble,2024-12-14,31.0,6.0,19.153478260869566,25.0,24.0
2024-12-07,56,1,baseline,2024-12-14,31.0,4.0,17.43826086956522,27.0,24.0
2024-12-07,56,2,ensemble,2024-12-21,14.0,7.0,3.5039130434782617,7.0,7.0
2024-12-07,56,2,baseline,2024-12-21,14.0,4.0,5.1000000000000005,10.0,7.0
2024-12-07,56,3,ensemble,2024-12-28,84.0,7.0,66.32782608695652,77.0,77.0
2024-12-07,56,3,baseline,2024-12-28,84.0,4.0,63.81304347826087,80.0,77.0
2024-12-14,01,1,ensemble,2024-12-21,437.0,136.0,261.89043478260874,301.0,335.0
2024-12-14,01,1,baseline,2024-12-21,437.0,102.0,292.3686956521739,335.0,335.0
2024-12-14,01,2,ensemble,2024-12-28,667.0,141.0,460.8734782608695,526.0,565.0
2024-12-14,01,2,baseline,2024-12-28,667.0,102.0,513.9504347826087,565.0,565.0
2024-12-14,01,3,ensemble,2025-01-04,690.0,151.0,464.7608695652174,539.0,588.0
2024-12-14,01,3,baseline,2025-01-04,690.0,102.0,528.6721739130435,588.0,588.0
2024-12-14,02,1,ensemble,2024-12-21,18.0,18.0,1.8604347826086955,0.0,1.0
2024-12-14,02,1,baseline,2024-12-21,18.0,14.0,2.3443478260869566,4.0,1.0
2024-12-14,02,2,ensemble,2024-12-28,32.0,18.0,8.191304347826087,14.0,15.0
2024-12-14,02,2,baseline,2024-12-28,32.0,14.0,11.095652173913043,18.0,15.0
2024-12-14,02,3,ensemble,2025-01-04,62.0,18.0,33.01739130434782,44.0,45.0
2024-12-14,02,3,baseline,2025-01-04,62.0,14.0,37.59695652173913,48.0,45.0
2024-12-14,04,1,ensemble,2024-12-21,1492.0,910.0,411.81565217391295,582.0,663.0
2024-12-14,04,1,baseline,2024-12-21,1492.0,880.0,516.7856521739129,612.0,663.0
2024-12-14,04,2,ensemble,2024-12-28,2241.0,850.0,1104.7208695652173,1391.0,1412.0
2024-12-14,04,2,baseline,2024-12-28,2241.0,880.0,1241.3639130434783,1361.0,1412.0
2024-12-14,04,3,ensemble,2025-01-04,2742.0,740.0,1682.2669565217395,2002.0,1913.0
2024-12-14,04,3,baseline,2025-01-04,2742.0,880.0,1722.9291304347828,1862.0,1913.0
2024-12-14,05,1,ensemble,2024-12-21,59.0,28.0,18.649130434782606,31.0,27.0
2024-12-14,05,1,baseline,2024-12-21,59.0,18.0,21.89869565217391,41.0,27.0
2024-12-14,05,2,ensemble,2024-12-28,127.0,33.0,69.21260869565218,94.0,95.0
2024-12-14,05,2,baseline,2024-12-28,127.0,18.0,68.52782608695652,109.0,95.0
2024-12-14,05,3,ensemble,2025-01-04,212.0,40.0,140.7617391304348,172.0,180.0
2024-12-14,05,3,baseline,2025-01-04,212.0,18.0,140.96304347826086,194.0,180.0
2024-12-14,06,1,ensemble,2024-12-21,2438.0,1276.0,858.735652173913,1162.0,1379.0
2024-12-14,06,1,baseline,2024-12-21,2438.0,918.0,1286.3243478260868,1520.0,1379.0
2024-12-14,06,2,ensemble,2024-12-28,3478.0,1285.0,1665.9017391304346,2193.0,2419.0
2024-12-14,06,2,baseline,2024-12-28,3478.0,918.0,2269.7873913043477,2560.0,2419.0
2024-12-14,06,3,ensemble,2025-01-04,3821.0,1304.0,1975.671739130435,2517.0,2762.0
2024-12-14,06,3,baseline,2025-01-04,3821.0,918.0,2569.633913043478,2903.0,2762.0
2024-12-14,08,1,ensemble,2024-12-21,179.0,123.0,31.460869565217397,56.0,89.0
2024-12-14,08,1,baseline,2024-12-21,179.0,89.0,59.69217391304348,90.0,89.0
2024-12-14,08,2,ensemble,2024-12-28,475.0,138.0,291.05826086956523,337.0,385.0
2024-12-14,08,2,baseline,2024-12-28,475.0,89.0,340.9534782608695,386.0,385.0
2024-12-14,08,3,ensemble,2025-01-04,760.0,141.0,562.3169565217391,619.0,670.0
2024-12-14,08,3,baseline,2025-01-04,760.0,89.0,619.2582608695651,671.0,670.0
2024-12-14,09,1,ensemble,2024-12-21,41.0,22.0,9.81913043478261,19.0,28.0
2024-12-14,09,1,baseline,2024-12-21,41.0,13.0,14.727826086956522,28.0,28.0
2024-12-14,09,2,ensemble,2024-12-28,148.0,25.0,103.99869565217392,123.0,135.0
2024-12-14,09,2,baseline,2024-12-28,148.0,13.0,93.86521739130436,135.0,135.0
2024-12-14,09,3,ensemble,2025-01-04,294.0,26.0,237.69869565217394,268.0,281.0
2024-12-14,09,3,baseline,2025-01-04,294.0,13.0,228.49478260869566,281.0,281.0
2024-12-14,10,1,ensemble,2024-12-21,43.0,22.0,12.72434782608696,21.0,28.0
2024-12-14,10,1,baseline,2024-12-21,43.0,15.0,19.65130434782609,28.0,28.0
2024-12-14,10,2,ensemble,2024-12-28,96.0,26.0,57.12347826086957,70.0,81.0
2024-12-14,10,2,baseline,2024-12-28,96.0,15.0,67.11565217391305,81.0,81.0
2024-12-14,10,3,ensemble,2025-01-04,185.0,25.0,145.4408695652174,160.0,170.0
2024-12-14,10,3,baseline,2025-01-04,185.0,15.0,154.13652173913042,170.0,170.0
2024-12-14,11,1,ensemble,2024-12-21,16.0,6.0,7.20695652173913,10.0,14.0
2024-12-14,11,1,baseline,2024-12-21,16.0,2.0,7.895652173913043,14.0,14.0
2024-12-14,11,2,ensemble,2024-12-28,38.0,6.0,26.493913043478262,32.0,36.0
2024-12-14,11,2,baseline,2024-12-28,38.0,2.0,25.925217391304347,36.0,36.0
2024-12-14,11,3,ensemble,2025-01-04,96.0,6.0,81.32217391304347,90.0,94.0
2024-12-14,11,3,baseline,2025-01-04,96.0,2.0,81.96,94.0,94.0
2024-12-14,12,1,ensemble,2024-12-21,1251.0,828.0,277.18217391304347,423.0,551.0
2024-12-14,12,1,baseline,2024-12-21,1251.0,660.0,481.7113043478261,591.0,551.0
2024-12-14,12,2,ensemble,2024-12-28,2081.0,880.0,997.6191304347827,1201.0,1381.0
2024-12-14,12,2,baseline,2024-12-28,2081.0,660.0,1286.596956521739,1421.0,1381.0
2024-12-14,12,3,ensemble,2025-01-04,2862.0,896.0,1661.4895652173911,1966.0,2162.0
2024-12-14,12,3,baseline,2025-01-04,2862.0,660.0,2047.2108695652175,2202.0,2162.0
2024-12-14,13,1,ensemble,2024-12-21,388.0,124.0,217.715652173913,264.0,300.0
2024-12-14,13,1,baseline,2024-12-21,388.0,83.0,230.38565217391303,305.0,300.0
2024-12-14,13,2,ensemble,2024-12-28,800.0,150.0,568.4686956521739,650.0,712.0
2024-12-14,13,2,baseline,2024-12-28,800.0,83.0,618.5039130434784,717.0,712.0
2024-12-14,13,3,ensemble,2025-01-04,1144.0,151.0,879.9617391304347,993.0,1056.0
2024-12-14,13,3,baseline,2025-01-04,1144.0,83.0,947.3495652173914,1061.0,1056.0
2024-12-14,15,1,ensemble,2024-12-21,42.0,24.0,11.160869565217391,18.0,22.0
2024-12-14,15,1,baseline,2024-12-21,42.0,20.0,15.568695652173917,22.0,22.0
2024-12-14,15,2,ensemble,2024-12-28,57.0,25.0,21.605217391304347,32.0,37.0
2024-12-14,15,2,baseline,2024-12-28,57.0,20.0,28.945217391304347,37.0,37.0
2024-12-14,15,3,ensemble,2025-01-04,125.0,26.0,87.43434782608696,99.0,105.0
2024-12-14,15,3,baseline,2025-01-04,125.0,20.0,95.62478260869565,105.0,105.0
2024-12-14,16,1,ensemble,2024-12-21,188.0,94.0,62.49217391304347,94.0,111.0
2024-12-14,16,1,baseline,2024-12-21,188.0,68.0,94.20086956521739,120.0,111.0
2024-12-14,16,2,ensemble,2024-12-28,333.0,99.0,195.11043478260873,234.0,256.0
2024-12-14,16,2,baseline,2024-12-28,333.0,68.0,233.56521739130434,265.0,256.0
2024-12-14,16,3,ensemble,2025-01-04,242.0,94.0,98.27478260869566,148.0,165.0
2024-12-14,16,3,baseline,2025-01-04,242.0,68.0,137.69695652173914,174.0,165.0
2024-12-14,17,1,ensemble,2024-12-21,488.0,152.0,290.5673913043478,336.0,382.0
2024-12-14,17,1,baseline,2024-12-21,488.0,98.0,309.3613043478261,390.0,382.0
2024-12-14,17,2,ensemble,2024-12-28,1143.0,171.0,892.9039130434783,972.0,1037.0
2024-12-14,17,2,baseline,2024-12-28,1143.0,98.0,945.8939130434782,1045.0,1037.0
2024-12-14,17,3,ensemble,2025-01-04,1562.0,175.0,1279.5104347826089,1387.0,1456.0
2024-12-14,17,3,baseline,2025-01-04,1562.0,98.0,1349.5243478260868,1464.0,1456.0
2024-12-14,18,1,ensemble,2024-12-21,284.0,98.0,148.4930434782609,186.0,219.0
2024-12-14,18,1,baseline,2024-12-21,284.0,64.0,157.20695652173913,220.0,219.0
2024-12-14,18,2,ensemble,2024-12-28,590.0,111.0,424.6695652173914,479.0,525.0
2024-12-14,18,2,baseline,2024-12-28,590.0,64.0,443.44173913043477,526.0,525.0
2024-12-14,18,3,ensemble,2025-01-04,814.0,118.0,620.7852173913043,696.0,749.0
2024-12-14,18,3,baseline,2025-01-04,814.0,64.0,654.3165217391305,750.0,749.0
2024-12-14,19,1,ensemble,2024-12-21,42.0,19.0,12.640434782608693,23.0,29.0
2024-12-14,19,1,baseline,2024-12-21,42.0,13.0,17.23608695652174,29.0,29.0
2024-12-14,19,2,ensemble,2024-12-28,118.0,24.0,75.10652173913043,94.0,105.0
2024-12-14,19,2,baseline,2024-12-28,118.0,13.0,72.04260869565218,105.0,105.0
2024-12-14,19,3,ensemble,2025-01-04,171.0,25.0,118.02652173913042,146.0,158.0
2024-12-14,19,3,baseline,2025-01-04,171.0,13.0,118.69565217391306,158.0,158.0
2024-12-14,20,1,ensemble,2024-12-21,120.0,48.0,53.600000000000016,72.0,85.0
2024-12-14,20,1,baseline,2024-12-21,120.0,33.0,64.89956521739131,87.0,85.0
2024-12-14,20,2,ensemble,2024-12-28,225.0,55.0,139.49695652173915,170.0,190.0
2024-12-14,20,2,baseline,2024-12-28,225.0,33.0,162.83608695652177,192.0,190.0
2024-12-14,20,3,ensemble,2025-01-04,353.0,67.0,251.0569565217391,286.0,318.0
2024-12-14,20,3,baseline,2025-01-04,353.0,33.0,285.97826086956525,320.0,318.0
2024-12-14,21,1,ensemble,2024-12-21,200.0,62.0,107.13652173913043,138.0,147.0
2024-12-14,21,1,baseline,2024-12-21,200.0,45.0,106.14565217391304,155.0,147.0
2024-12-14,21,2,ensemble,2024-12-28,515.0,75.0,399.14434782608697,440.0,462.0
2024-12-14,21,2,baseline,2024-12-28,515.0,45.0,392.21347826086946,470.0,462.0
2024-12-14,21,3,ensemble,2025-01-04,678.0,82.0,542.5243478260869,596.0,625.0
2024-12-14,21,3,baseline,2025-01-04,678.0,45.0,542.9178260869566,633.0,625.0
2024-12-14,22,1,ensemble,2024-12-21,413.0,194.0,169.3908695652174,219.0,260.0
2024-12-14,22,1,baseline,2024-12-21,413.0,153.0,220.01478260869567,260.0,260.0
2024-12-14,22,2,ensemble,2024-12-28,585.0,195.0,317.3908695652173,390.0,432.0
2024-12-14,22,2,baseline,2024-12-28,585.0,153.0,382.664347826087,432.0,432.0
2024-12-14,22,3,ensemble,2025-01-04,713.0,199.0,429.4552173913043,514.0,560.0
2024-12-14,22,3,baseline,2025-01-04,713.0,153.0,503.134347826087,560.0,560.0
2024-12-14,23,1,ensemble,2024-12-21,10.0,5.0,2.3873913043478256,5.0,7.0
2024-12-14,23,1,baseline,2024-12-21,10.0,3.0,3.734347826086956,7.0,7.0
2024-12-14,23,2,ensemble,2024-12-28,30.0,7.0,15.010869565217394,23.0,27.0
2024-12-14,23,2,baseline,2024-12-28,30.0,3.0,15.17782608695652,27.0,27.0
2024-12-14,23,3,ensemble,2025-01-04,88.0,8.0,68.08,80.0,85.0
2024-12-14,23,3,baseline,2025-01-04,88.0,3.0,59.78130434782609,85.0,85.0
2024-12-14,24,1,ensemble,2024-12-21,131.0,47.0,64.23739130434782,84.0,94.0
2024-12-14,24,1,baseline,2024-12-21,131.0,28.0,68.82826086956521,103.0,94.0
2024-12-14,24,2,ensemble,2024-12-28,195.0,54.0,108.59608695652172,141.0,158.0
2024-12-14,24,2,baseline,2024-12-28,195.0,28.0,123.70260869565219,167.0,158.0
2024-12-14,24,3,ensemble,2025-01-04,457.0,61.0,354.4730434782608,396.0,420.0
2024-12-14,24,3,baseline,2025-01-04,457.0,28.0,378.6365217391304,429.0,420.0
2024-12-14,25,1,ensemble,2024-12-21,137.0,123.0,12.156521739130433,14.0,54.0
2024-12-14,25,1,baseline,2024-12-21,137.0,81.0,32.13565217391304,56.0,54.0
2024-12-14,25,2,ensemble,2024-12-28,256.0,140.0,62.57043478260868,116.0,173.0
2024-12-14,25,2,baseline,2024-12-28,256.0,81.0,108.87782608695655,175.0,173.0
2024-12-14,25,3,ensemble,2025-01-04,520.0,145.0,281.38956521739135,375.0,437.0
2024-12-14,25,3,baseline,2025-01-04,520.0,81.0,338.8239130434783,439.0,437.0
2024-12-14,26,1,ensemble,2024-12-21,213.0,123.0,48.63173913043479,90.0,122.0
2024-12-14,26,1,baseline,2024-12-21,213.0,76.0,79.81478260869565,137.0,122.0
2024-12-14,26,2,ensemble,2024-12-28,429.0,133.0,209.6960869565217,296.0,338.0
2024-12-14,26,2,baseline,2024-12-28,429.0,76.0,231.70043478260868,353.0,338.0
2024-12-14,26,3,ensemble,2025-01-04,555.0,146.0,305.54043478260866,409.0,464.0
2024-12-14,26,3,baseline,2025-01-04,555.0,76.0,329.208695652174,479.0,464.0
2024-12-14,27,1,ensemble,2024-12-21,227.0,81.0,114.45695652173914,146.0,187.0
2024-12-14,27,1,baseline,2024-12-21,227.0,58.0,137.16173913043477,169.0,187.0
2024-12-14,27,2,ensemble,2024-12-28,545.0,91.0,405.3565217391304,454.0,505.0
2024-12-14,27,2,baseline,2024-12-28,545.0,58.0,447.83956521739134,487.0,505.0
2024-12-14,27,3,ensemble,2025-01-04,952.0,99.0,797.0339130434783,853.0,912.0
2024-12-14,27,3,baseline,2025-01-04,952.0,58.0,848.3730434782609,894.0,912.0
2024-12-14,28,1,ensemble,2024-12-21,95.0,58.0,21.475217391304348,37.0,56.0
2024-12-14,28,1,baseline,2024-12-21,95.0,39.0,35.33173913043479,56.0,56.0
2024-12-14,28,2,ensemble,2024-12-28,212.0,68.0,106.3586956521739,144.0,173.0
2024-12-14,28,2,baseline,2024-12-28,212.0,39.0,137.1986956521739,173.0,173.0
2024-12-14,28,3,ensemble,2025-01-04,272.0,69.0,149.13347826086957,203.0,233.0
2024-12-14,28,3,baseline,2025-01-04,272.0,39.0,191.83347826086955,233.0,233.0
2024-12-14,29,1,ensemble,2024-12-21,249.0,82.0,132.16608695652175,167.0,195.0
2024-12-14,29,1,baseline,2024-12-21,249.0,52.0,137.08739130434785,197.0,195.0
2024-12-14,29,2,ensemble,2024-12-28,611.0,105.0,455.73434782608695,506.0,557.0
2024-12-14,29,2,baseline,2024-12-28,611.0,52.0,472.09304347826094,559.0,557.0
2024-12-14,29,3,ensemble,2025-01-04,826.0,110.0,638.3847826086958,716.0,772.0
2024-12-14,29,3,baseline,2025-01-04,826.0,52.0,673.775652173913,774.0,772.0
2024-12-14,30,1,ensemble,2024-12-21,23.0,5.0,12.842608695652174,18.0,21.0
2024-12-14,30,1,baseline,2024-12-21,23.0,2.0,11.835217391304349,21.0,21.0
2024-12-14,30,2,ensemble,2024-12-28,52.0,6.0,37.749130434782614,46.0,50.0
2024-12-14,30,2,baseline,2024-12-28,52.0,2.0,31.9591304347826,50.0,50.0
2024-12-14,30,3,ensemble,2025-01-04,62.0,7.0,42.283913043478265,55.0,60.0
2024-12-14,30,3,baseline,2025-01-04,62.0,2.0,38.331304347826084,60.0,60.0
2024-12-14,31,1,ensemble,2024-12-21,78.0,17.0,51.45869565217392,61.0,68.0
2024-12-14,31,1,baseline,2024-12-21,78.0,9.0,54.24478260869564,69.0,68.0
2024-12-14,31,2,ensemble,2024-12-28,131.0,19.0,97.85652173913043,112.0,121.0
2024-12-14,31,2,baseline,2024-12-28,131.0,9.0,104.07782608695652,122.0,121.0
2024-12-14,31,3,ensemble,2025-01-04,211.0,20.0,175.54521739130433,191.0,201.0
2024-12-14,31,3,baseline,2025-01-04,211.0,9.0,181.30217391304348,202.0,201.0
2024-12-14,32,1,ensemble,2024-12-21,208.0,96.0,82.04608695652175,112.0,127.0
2024-12-14,32,1,baseline,2024-12-21,208.0,68.0,106.86304347826086,140.0,127.0
2024-12-14,32,2,ensemble,2024-12-28,255.0,106.0,112.74782608695651,149.0,174.0
2024-12-14,32,2,baseline,2024-12-28,255.0,68.0,144.83739130434782,187.0,174.0
2024-12-14,32,3,ensemble,2025-01-04,387.0,105.0,239.6595652173913,282.0,306.0
2024-12-14,32,3,baseline,2025-01-04,387.0,68.0,270.0026086956522,319.0,306.0
2024-12-14,33,1,ensemble,2024-12-21,24.0,24.0,2.4891304347826093,0.0,8.0
2024-12-14,33,1,baseline,2024-12-21,24.0,16.0,4.616956521739131,8.0,8.0
2024-12-14,33,2,ensemble,2024-12-28,53.0,27.0,15.161739130434784,26.0,37.0
2024-12-14,33,2,baseline,2024-12-28,53.0,16.0,24.922173913043476,37.0,37.0
2024-12-14,33,3,ensemble,2025-01-04,108.0,28.0,63.81608695652175,80.0,92.0
2024-12-14,33,3,baseline,2025-01-04,108.0,16.0,76.21782608695652,92.0,92.0
2024-12-14,34,1,ensemble,2024-12-21,335.0,160.0,126.31304347826087,175.0,226.0
2024-12-14,34,1,baseline,2024-12-21,335.0,109.0,155.20695652173913,226.0,226.0
2024-12-14,34,2,ensemble,2024-12-28,723.0,190.0,460.0817391304348,533.0,614.0
2024-12-14,34,2,baseline,2024-12-28,723.0,109.0,517.067391304348,614.0,614.0
2024-12-14,34,3,ensemble,2025-01-04,1326.0,202.0,1023.8413043478262,1124.0,1217.0
2024-12-14,34,3,baseline,2025-01-04,1326.0,109.0,1103.8539130434783,1217.0,1217.0
2024-12-14,35,1,ensemble,2024-12-21,207.0,130.0,43.755217391304356,77.0,104.0
2024-12-14,35,1,baseline,2024-12-21,207.0,94.0,81.98782608695653,113.0,104.0
2024-12-14,35,2,ensemble,2024-12-28,234.0,139.0,52.37391304347825,95.0,131.0
2024-12-14,35,2,baseline,2024-12-28,234.0,94.0,100.45869565217394,140.0,131.0
2024-12-14,35,3,ensemble,2025-01-04,320.0,144.0,112.17086956521739,176.0,217.0
2024-12-14,35,3,baseline,2025-01-04,320.0,94.0,178.53782608695653,226.0,217.0
2024-12-14,36,1,ensemble,2024-12-21,733.0,395.0,208.47478260869565,338.0,458.0
2024-12-14,36,1,baseline,2024-12-21,733.0,264.0,338.28521739130434,469.0,458.0
2024-12-14,36,2,ensemble,2024-12-28,1528.0,469.0,866.7904347826087,1059.0,1253.0
2024-12-14,36,2,baseline,2024-12-28,1528.0,264.0,1102.8721739130435,1264.0,1253.0
2024-12-14,36,3,ensemble,2025-01-04,2594.0,543.0,1814.9691304347828,2051.0,2319.0
2024-12-14,36,3,baseline,2025-01-04,2594.0,264.0,2143.0169565217393,2330.0,2319.0
2024-12-14,37,1,ensemble,2024-12-21,292.0,98.0,156.09478260869565,194.0,227.0
2024-12-14,37,1,baseline,2024-12-21,292.0,64.0,156.10260869565218,228.0,227.0
2024-12-14,37,2,ensemble,2024-12-28,611.0,110.0,438.305652173913,501.0,546.0
2024-12-14,37,2,baseline,2024-12-28,611.0,64.0,442.80652173913046,547.0,546.0
2024-12-14,37,3,ensemble,2025-01-04,942.0,130.0,730.3108695652174,812.0,877.0
2024-12-14,37,3,baseline,2025-01-04,942.0,64.0,757.3852173913045,878.0,877.0
2024-12-14,38,1,ensemble,2024-12-21,8.0,4.0,1.9956521739130435,4.0,6.0
2024-12-14,38,1,baseline,2024-12-21,8.0,2.0,2.7604347826086952,6.0,6.0
2024-12-14,38,2,ensemble,2024-12-28,22.0,6.0,10.297826086956523,16.0,20.0
2024-12-14,38,2,baseline,2024-12-28,22.0,2.0,11.10391304347826,20.0,20.0
2024-12-14,38,3,ensemble,2025-01-04,56.0,7.0,40.100869565217394,49.0,54.0
2024-12-14,38,3,baseline,2025-01-04,56.0,2.0,40.86260869565218,54.0,54.0
2024-12-14,39,1,ensemble,2024-12-21,297.0,141.0,103.7126086956522,156.0,209.0
2024-12-14,39,1,baseline,2024-12-21,297.0,84.0,139.18130434782609,213.0,209.0
2024-12-14,39,2,ensemble,2024-12-28,691.0,172.0,423.60608695652184,519.0,603.0
2024-12-14,39,2,baseline,2024-12-28,691.0,84.0,495.84260869565213,607.0,603.0
2024-12-14,39,3,ensemble,2025-01-04,1302.0,196.0,947.4508695652175,1106.0,1214.0
2024-12-14,39,3,baseline,2025-01-04,1302.0,84.0,1088.5504347826086,1218.0,1214.0
2024-12-14,40,1,ensemble,2024-12-21,106.0,57.0,27.0,49.0,66.0
2024-12-14,40,1,baseline,2024-12-21,106.0,31.0,44.35782608695652,75.0,66.0
2024-12-14,40,2,ensemble,2024-12-28,284.0,70.0,167.3326086956522,214.0,244.0
2024-12-14,40,2,baseline,2024-12-28,284.0,31.0,176.91173913043482,253.0,244.0
2024-12-14,40,3,ensemble,2025-01-04,405.0,81.0,267.7234782608696,324.0,365.0
2024-12-14,40,3,baseline,2025-01-04,405.0,32.0,278.0647826086957,373.0,365.0
2024-12-14,41,1,ensemble,2024-12-21,386.0,118.0,222.7613043478261,268.0,268.0
2024-12-14,41,1,baseline,2024-12-21,386.0,79.0,256.03826086956525,307.0,268.0
2024-12-14,41,2,ensemble,2024-12-28,552.0,122.0,366.89304347826084,430.0,434.0
2024-12-14,41,2,baseline,2024-12-28,552.0,79.0,410.2039130434783,473.0,434.0
2024-12-14,41,3,ensemble,2025-01-04,536.0,126.0,331.99304347826086,410.0,418.0
2024-12-14,41,3,baseline,2025-01-04,536.0,79.0,384.8343478260869,457.0,418.0
2024-12-14,42,1,ensemble,2024-12-21,492.0,236.0,177.78782608695653,256.0,316.0
2024-12-14,42,1,baseline,2024-12-21,492.0,173.0,223.61652173913043,319.0,316.0
2024-12-14,42,2,ensemble,2024-12-28,1005.0,279.0,586.1478260869565,726.0,829.0
2024-12-14,42,2,baseline,2024-12-28,1005.0,173.0,703.5904347826087,832.0,829.0
2024-12-14,42,3,ensemble,2025-01-04,1674.0,335.0,1164.3008695652175,1339.0,1498.0
2024-12-14,42,3,baseline,2025-01-04,1674.0,173.0,1352.1521739130437,1501.0,1498.0
2024-12-14,44,1,ensemble,2024-12-21,23.0,12.0,6.191739130434781,11.0,13.0
2024-12-14,44,1,baseline,2024-12-21,23.0,8.0,9.503478260869565,15.0,13.0
2024-12-14,44,2,ensemble,2024-12-28,45.0,14.0,23.023043478260867,31.0,35.0
2024-12-14,44,2,baseline,2024-12-28,45.0,8.0,27.766086956521736,37.0,35.0
2024-12-14,44,3,ensemble,2025-01-04,93.0,15.0,67.87173913043479,78.0,83.0
2024-12-14,44,3,baseline,2025-01-04,93.0,8.0,74.13260869565217,85.0,83.0
2024-12-14,45,1,ensemble,2024-12-21,160.0,55.0,77.50695652173913,105.0,120.0
2024-12-14,45,1,baseline,2024-12-21,160.0,39.0,83.80913043478262,121.0,120.0
2024-12-14,45,2,ensemble,2024-12-28,327.0,70.0,211.49260869565217,257.0,287.0
2024-12-14,45,2,baseline,2024-12-28,327.0,39.0,227.44739130434783,288.0,287.0
2024-12-14,45,3,ensemble,2025-01-04,520.0,72.0,392.6686956521739,448.0,480.0
2024-12-14,45,3,baseline,2025-01-04,520.0,39.0,411.6347826086957,481.0,480.0
2024-12-14,46,1,ensemble,2024-12-21,14.0,3.0,6.061304347826087,11.0,13.0
2024-12-14,46,1,baseline,2024-12-21,14.0,1.0,6.606521739130437,13.0,13.0
2024-12-14,46,2,ensemble,2024-12-28,33.0,5.0,20.356521739130436,28.0,32.0
2024-12-14,46,2,baseline,2024-12-28,33.0,1.0,19.46260869565217,32.0,32.0
2024-12-14,46,3,ensemble,2025-01-04,47.0,6.0,30.450434782608696,41.0,46.0
2024-12-14,46,3,baseline,2025-01-04,47.0,1.0,30.574782608695653,46.0,46.0
2024-12-14,47,1,ensemble,2024-12-21,372.0,128.0,199.11869565217393,244.0,257.0
2024-12-14,47,1,baseline,2024-12-21,372.0,102.0,208.67521739130433,270.0,257.0
2024-12-14,47,2,ensemble,2024-12-28,747.0,147.0,528.2904347826087,600.0,632.0
2024-12-14,47,2,baseline,2024-12-28,747.0,102.0,570.0978260869566,645.0,632.0
2024-12-14,47,3,ensemble,2025-01-04,1063.0,170.0,815.4839130434783,893.0,948.0
2024-12-14,47,3,baseline,2025-01-04,1063.0,102.0,875.3739130434782,961.0,948.0
2024-12-14,48,1,ensemble,2024-12-21,1169.0,692.0,319.2778260869565,477.0,643.0
2024-12-14,48,1,baseline,2024-12-21,1169.0,493.0,508.77217391304333,676.0,643.0
2024-12-14,48,2,ensemble,2024-12-28,2046.0,769.0,998.1100000000001,1277.0,1520.0
2024-12-14,48,2,baseline,2024-12-28,2046.0,493.0,1349.2191304347828,1553.0,1520.0
2024-12-14,48,3,ensemble,2025-01-04,2514.0,804.0,1347.1117391304347,1710.0,1988.0
2024-12-14,48,3,baseline,2025-01-04,2514.0,493.0,1785.0478260869568,2021.0,1988.0
2024-12-14,49,1,ensemble,2024-12-21,163.0,72.0,69.75608695652174,91.0,99.0
2024-12-14,49,1,baseline,2024-12-21,163.0,64.0,87.85391304347826,99.0,99.0
2024-12-14,49,2,ensemble,2024-12-28,287.0,70.0,184.38000000000002,217.0,223.0
2024-12-14,49,2,baseline,2024-12-28,287.0,64.0,209.4739130434783,223.0,223.0
