model,reference_date,location,horizon,target_end_date,truth,point,wis,mae,persistence_mae
ensemble,2023-11-18,27,1,2023-11-25,24.0,23.99010509386849,3.508179737458418,0.00989490613151034,6.0
ensemble,2023-11-18,27,2,2023-12-02,34.0,30.852962406424265,5.444510804501255,3.1470375935757353,16.0
ensemble,2023-11-18,27,3,2023-12-09,48.0,33.8331910897329,8.78312037898993,14.1668089102671,30.0
ensemble,2023-11-18,28,1,2023-11-25,47.0,41.0,4.877908850292919,6.0,9.0
ensemble,2023-11-18,28,2,2023-12-02,77.0,42.335,19.63044426746959,34.665,39.0
ensemble,2023-11-18,28,3,2023-12-09,71.0,45.92341927856819,12.834630031543604,25.07658072143181,33.0
ensemble,2023-11-18,29,1,2023-11-25,58.0,47.25,7.498497429035698,10.75,18.0
ensemble,2023-11-18,29,2,2023-12-02,85.0,51.75,20.411637241870142,33.25,45.0
ensemble,2023-11-18,29,3,2023-12-09,140.0,57.0,49.6782991080193,83.0,100.0
ensemble,2023-11-18,30,1,2023-11-25,6.0,5.707135988774375,1.1079106888311172,0.29286401122562467,1.0
ensemble,2023-11-18,30,2,2023-12-02,18.0,8.0,5.510858745894701,10.0,13.0
ensemble,2023-11-18,30,3,2023-12-09,21.0,8.75,6.49029574413648,12.25,16.0
ensemble,2023-11-18,31,1,2023-11-25,8.0,6.9251019955,1.3195160227694238,1.0748980044999996,3.0
ensemble,2023-11-18,31,2,2023-12-02,8.0,7.24657,1.5414580563308873,0.7534299999999998,3.0
ensemble,2023-11-18,31,3,2023-12-09,11.0,7.823466301,2.2724858614961305,3.176533699,6.0
ensemble,2023-11-18,32,1,2023-11-25,39.0,31.129,5.4150067276849025,7.870999999999999,17.0
ensemble,2023-11-18,32,2,2023-12-02,47.0,35.5,8.30553643362165,11.5,25.0
ensemble,2023-11-18,32,3,2023-12-09,77.0,39.0,17.193690872144792,38.0,55.0
ensemble,2023-11-18,33,1,2023-11-25,1.0,2.6213076457445705,1.0415959266872863,1.6213076457445705,1.0
ensemble,2023-11-18,33,2,2023-12-02,7.0,3.074418482915497,1.9136622794541054,3.925581517084503,5.0
ensemble,2023-11-18,33,3,2023-12-09,15.0,2.53,7.61612904182951,12.47,13.0
ensemble,2023-11-18,34,1,2023-11-25,75.0,57.0,10.267792931918722,18.0,29.0
ensemble,2023-11-18,34,2,2023-12-02,129.0,60.225,39.028065588352504,68.775,83.0
ensemble,2023-11-18,34,3,2023-12-09,160.0,63.0,56.61519541080383,97.0,114.0
ensemble,2023-11-18,35,1,2023-11-25,21.0,13.0,4.148354205339149,8.0,12.0
ensemble,2023-11-18,35,2,2023-12-02,43.0,13.59461960746083,16.790949001632136,29.405380392539172,34.0
ensemble,2023-11-18,35,3,2023-12-09,89.0,14.610622765,56.28630350589282,74.389377235,80.0
ensemble,2023-11-18,36,1,2023-11-25,178.0,101.0,39.27426447861127,77.0,90.0
ensemble,2023-11-18,36,2,2023-12-02,345.0,114.14092994372687,149.17994102425294,230.85907005627314,257.0
ensemble,2023-11-18,36,3,2023-12-09,509.0,137.5,249.67757417967175,371.5,421.0
ensemble,2023-11-18,37,1,2023-11-25,153.0,57.0,66.90031918084277,96.0,104.0
ensemble,2023-11-18,37,2,2023-12-02,213.0,63.2,106.79232119889294,149.8,164.0
ensemble,2023-11-18,37,3,2023-12-09,313.0,65.0,185.190560968606,248.0,264.0
ensemble,2023-11-18,38,1,2023-11-25,4.0,2.1607847479474263,0.858839268934973,1.8392152520525737,2.0
ensemble,2023-11-18,38,2,2023-12-02,17.0,2.332981423689295,10.6940587827544,14.667018576310705,15.0
ensemble,2023-11-18,38,3,2023-12-09,11.0,2.669,4.670027864368401,8.331,9.0
ensemble,2023-11-18,39,1,2023-11-25,75.0,30.97872734,26.01320945461609,44.02127266,49.0
ensemble,2023-11-18,39,2,2023-12-02,134.0,33.03825298244902,69.39101773601841,100.96174701755098,108.0
ensemble,2023-11-18,39,3,2023-12-09,161.0,36.90920204544604,86.91759692422373,124.09079795455396,135.0
ensemble,2023-11-18,40,1,2023-11-25,34.0,40.5,6.089316408013934,6.5,0.0
ensemble,2023-11-18,40,2,2023-12-02,71.0,44.36778894140904,13.31645414989488,26.63221105859096,37.0
ensemble,2023-11-18,40,3,2023-12-09,61.0,53.0,9.803371803233722,8.0,27.0
ensemble,2023-11-18,41,1,2023-11-25,11.0,13.556339437590324,1.9804337550962767,2.5563394375903243,0.0
ensemble,2023-11-18,41,2,2023-12-02,17.0,15.5,2.5029980577498345,1.5,6.0
ensemble,2023-11-18,41,3,2023-12-09,43.0,15.385,16.78780858762026,27.615000000000002,32.0
ensemble,2023-11-18,42,1,2023-11-25,125.0,86.416,18.934615535307618,38.584,43.0
ensemble,2023-11-18,42,2,2023-12-02,217.0,90.95691848795482,66.253804184832,126.04308151204518,135.0
ensemble,2023-11-18,42,3,2023-12-09,284.0,98.07,99.79786335152059,185.93,202.0
ensemble,2023-11-18,44,1,2023-11-25,3.0,1.9560455838409752,0.6464039438297321,1.0439544161590248,1.0
ensemble,2023-11-18,44,2,2023-12-02,6.0,2.5621080534026475,1.7335459798696724,3.4378919465973525,4.0
ensemble,2023-11-18,44,3,2023-12-09,6.0,3.0,1.5781788585736565,3.0,4.0
ensemble,2023-11-18,45,1,2023-11-25,81.0,60.0818,11.159971290793811,20.9182,29.0
ensemble,2023-11-18,45,2,2023-12-02,133.0,65.0,41.27553314373763,68.0,81.0
ensemble,2023-11-18,45,3,2023-12-09,177.0,74.7385,66.96636604412153,102.2615,125.0
ensemble,2023-11-18,46,1,2023-11-25,2.0,2.415728653545975,0.9291134085241751,0.4157286535459752,0.0
ensemble,2023-11-18,46,2,2023-12-02,7.0,3.0,1.902314012675842,4.0,5.0
ensemble,2023-11-18,46,3,2023-12-09,6.0,3.0,1.4188568279388512,3.0,4.0
ensemble,2023-11-18,47,1,2023-11-25,73.0,53.720674320258816,9.429244158691759,19.279325679741184,26.0
ensemble,2023-11-18,47,2,2023-12-02,98.0,56.0,21.529357383079248,42.0,51.0
ensemble,2023-11-18,47,3,2023-12-09,153.0,60.0,55.18524906783533,93.0,106.0
ensemble,2023-11-18,48,1,2023-11-25,467.0,480.0,31.777120391011398,13.0,94.0
ensemble,2023-11-18,48,2,2023-12-02,546.0,531.0,39.005298555020836,15.0,173.0
ensemble,2023-11-18,48,3,2023-12-09,590.0,593.2380499999999,52.64550368306676,3.23804999999993,217.0
ensemble,2023-11-18,49,1,2023-11-25,10.0,7.909760247343124,1.614090841252607,2.090239752656876,5.0
ensemble,2023-11-18,49,2,2023-12-02,17.0,9.55,3.7774990638219093,7.449999999999999,12.0
ensemble,2023-11-18,49,3,2023-12-09,17.0,9.855610494163864,3.6887277653151385,7.144389505836136,12.0
ensemble,2023-11-18,50,1,2023-11-25,3.0,2.0,0.7077925372088205,1.0,1.0
ensemble,2023-11-18,50,2,2023-12-02,3.0,2.0,0.8057346496176976,1.0,1.0
ensemble,2023-11-18,50,3,2023-12-09,8.0,2.3655128903211606,2.9116417231970533,5.634487109678839,6.0
ensemble,2023-11-18,51,1,2023-11-25,115.0,87.0,13.827944018723889,28.0,23.0
ensemble,2023-11-18,51,2,2023-12-02,143.0,90.5,26.139019354757316,52.5,51.0
ensemble,2023-11-18,51,3,2023-12-09,157.0,93.341,32.56686171680233,63.659000000000006,65.0
ensemble,2023-11-18,53,1,2023-11-25,36.0,22.635779265,6.642754422415817,13.364220735,19.0
ensemble,2023-11-18,53,2,2023-12-02,74.0,26.330186300355216,29.018394521204325,47.669813699644784,57.0
ensemble,2023-11-18,53,3,2023-12-09,83.0,28.0,31.639711383186487,55.0,66.0
ensemble,2023-11-18,54,1,2023-11-25,13.0,15.476888460003954,2.735414291002062,2.476888460003954,1.0
ensemble,2023-11-18,54,2,2023-12-02,17.0,17.0,3.4934702350586475,0.0,3.0
ensemble,2023-11-18,54,3,2023-12-09,20.0,20.0,4.152871785099113,0.0,6.0
ensemble,2023-11-18,55,1,2023-11-25,34.0,22.75,5.916931014954934,11.25,14.0
ensemble,2023-11-18,55,2,2023-12-02,59.0,28.59529805,16.122714580854627,30.40470195,39.0
ensemble,2023-11-18,55,3,2023-12-09,99.0,37.2,34.2629168528819,61.8,79.0
ensemble,2023-11-18,56,1,2023-11-25,23.0,4.045999999999999,14.09012892492686,18.954,18.0
ensemble,2023-11-18,56,2,2023-12-02,24.0,4.553750988,13.942430717359427,19.446249012,19.0
ensemble,2023-11-18,56,3,2023-12-09,48.0,4.962485608933886,37.19964166801369,43.03751439106611,43.0
ensemble,2023-11-25,01,1,2023-12-02,85.0,100.0,9.289338520301541,15.0,8.0
ensemble,2023-11-25,01,2,2023-12-09,111.0,116.0,9.433590057546779,5.0,34.0
ensemble,2023-11-25,01,3,2023-12-16,151.0,122.98816931417376,17.829566646280906,28.01183068582624,74.0
ensemble,2023-11-25,02,1,2023-12-02,15.0,23.256666666666668,4.866720960173033,8.256666666666668,2.0
ensemble,2023-11-25,02,2,2023-12-09,14.0,22.05333333333333,4.838568628008441,8.053333333333331,3.0
ensemble,2023-11-25,02,3,2023-12-16,4.0,20.43649854386584,9.824781611359175,16.43649854386584,13.0
ensemble,2023-11-25,04,1,2023-12-02,279.0,262.0,19.870024183190388,17.0,88.0
ensemble,2023-11-25,04,2,2023-12-09,394.0,311.0,47.38275217391305,83.0,203.0
ensemble,2023-11-25,04,3,2023-12-16,606.0,329.25,164.89730255205376,276.75,415.0
ensemble,2023-11-25,05,1,2023-12-02,24.0,24.02388429641724,2.365537725632636,0.02388429641723988,7.0
ensemble,2023-11-25,05,2,2023-12-09,41.0,25.0,7.488483796075628,16.0,24.0
ensemble,2023-11-25,05,3,2023-12-16,53.0,28.465,12.30005106215616,24.535,36.0
ensemble,2023-11-25,06,1,2023-12-02,631.0,590.365027794745,49.87161004850138,40.63497220525505,271.0
ensemble,2023-11-25,06,2,2023-12-09,807.0,721.0,79.02363373423034,86.0,447.0
ensemble,2023-11-25,06,3,2023-12-16,996.0,809.0,110.13632364704587,187.0,636.0
ensemble,2023-11-25,08,1,2023-12-02,126.0,157.0,17.90186489822338,31.0,24.0
ensemble,2023-11-25,08,2,2023-12-09,153.0,180.0,19.672978533790946,27.0,51.0
ensemble,2023-11-25,08,3,2023-12-16,220.0,183.1225,23.674809445760815,36.8775,118.0
ensemble,2023-11-25,09,1,2023-12-02,57.0,26.862976069484635,16.962397097065665,30.137023930515365,35.0
ensemble,2023-11-25,09,2,2023-12-09,74.0,29.0,24.790721962089773,45.0,52.0
ensemble,2023-11-25,09,3,2023-12-16,120.0,34.0,50.79910400341494,86.0,98.0
ensemble,2023-11-25,10,1,2023-12-02,2.0,3.0,0.5784081644863756,1.0,0.0
ensemble,2023-11-25,10,2,2023-12-09,10.0,3.0,4.483194094764488,7.0,8.0
ensemble,2023-11-25,10,3,2023-12-16,18.0,4.0,10.752434398655655,14.0,16.0
ensemble,2023-11-25,11,1,2023-12-02,11.0,3.0,4.247331165819386,8.0,6.0
ensemble,2023-11-25,11,2,2023-12-09,14.0,3.31,6.235519571578219,10.69,9.0
ensemble,2023-11-25,11,3,2023-12-16,20.0,3.620443616041559,10.023454096373502,16.37955638395844,15.0
ensemble,2023-11-25,12,1,2023-12-02,748.0,729.1712374504082,43.942280744315156,18.82876254959183,96.0
ensemble,2023-11-25,12,2,2023-12-09,763.0,785.0903847244942,59.8634502564645,22.090384724494243,111.0
ensemble,2023-11-25,12,3,2023-12-16,844.0,797.85,67.9406472374116,46.14999999999998,192.0
ensemble,2023-11-25,13,1,2023-12-02,225.0,179.90563678741455,22.699728880277426,45.09436321258545,92.0
ensemble,2023-11-25,13,2,2023-12-09,261.0,207.1506719589233,31.072236540373297,53.84932804107669,128.0
ensemble,2023-11-25,13,3,2023-12-16,442.0,228.92,130.50527582749805,213.08,309.0
ensemble,2023-11-25,15,1,2023-12-02,23.0,30.500000000000007,4.516715682252655,7.500000000000007,6.0
ensemble,2023-11-25,15,2,2023-12-09,33.0,33.87532647946979,3.4587658442819387,0.8753264794697913,4.0
ensemble,2023-11-25,15,3,2023-12-16,27.0,31.999999999999982,4.455622551908211,4.999999999999982,2.0
ensemble,2023-11-25,16,1,2023-12-02,19.0,14.65101407976729,3.116583413445603,4.34898592023271,8.0
ensemble,2023-11-25,16,2,2023-12-09,46.0,15.968307971954346,18.835045689047373,30.031692028045654,35.0
ensemble,2023-11-25,16,3,2023-12-16,67.0,19.5,30.11644914797387,47.5,56.0
ensemble,2023-11-25,17,1,2023-12-02,165.0,96.395,38.89527753424756,68.605,93.0
ensemble,2023-11-25,17,2,2023-12-09,205.0,110.0,51.94993792958624,95.0,133.0
ensemble,2023-11-25,17,3,2023-12-16,254.0,123.83289115297384,73.55766066978708,130.16710884702616,182.0
ensemble,2023-11-25,18,1,2023-12-02,138.0,131.62886836696134,10.974247069089344,6.371131633038658,51.0
ensemble,2023-11-25,18,2,2023-12-09,146.0,141.75,15.163372516092787,4.25,59.0
ensemble,2023-11-25,18,3,2023-12-16,207.0,148.51,28.80023413825544,58.49000000000001,120.0
ensemble,2023-11-25,19,1,2023-12-02,44.0,20.0,14.6780037658595,24.0,30.0
ensemble,2023-11-25,19,2,2023-12-09,44.0,22.0,10.761842716416357,22.0,30.0
ensemble,2023-11-25,19,3,2023-12-16,50.0,25.5,11.651056334243206,24.5,36.0
ensemble,2023-11-25,20,1,2023-12-02,37.0,21.62333333333333,8.248667196597184,15.376666666666669,19.0
ensemble,2023-11-25,20,2,2023-12-09,37.0,24.593260665511508,6.214250185539786,12.406739334488492,19.0
ensemble,2023-11-25,20,3,2023-12-16,43.0,32.0,7.435136523789405,11.0,25.0
ensemble,2023-11-25,21,1,2023-12-02,58.0,28.2466,17.737899159345698,29.7534,40.0
ensemble,2023-11-25,21,2,2023-12-09,48.0,28.70886373519897,9.047774645491547,19.29113626480103,30.0
ensemble,2023-11-25,21,3,2023-12-16,87.0,30.1400093646251,34.81959816856846,56.8599906353749,69.0
ensemble,2023-11-25,22,1,2023-12-02,122.0,125.86623967761744,7.939969439947283,3.8662396776174432,26.0
ensemble,2023-11-25,22,2,2023-12-09,158.0,142.46210534921084,12.847764798364583,15.537894650789156,62.0
ensemble,2023-11-25,22,3,2023-12-16,179.0,157.3677,18.96774481627253,21.632299999999987,83.0
ensemble,2023-11-25,23,1,2023-12-02,9.0,4.0,2.4663767428956413,5.0,7.0
ensemble,2023-11-25,23,2,2023-12-09,15.0,4.48,5.227927814032979,10.52,13.0
ensemble,2023-11-25,23,3,2023-12-16,20.0,5.432718360437528,7.823852104749959,14.567281639562472,18.0
ensemble,2023-11-25,24,1,2023-12-02,60.0,34.14,12.900099018532414,25.86,33.0
ensemble,2023-11-25,24,2,2023-12-09,78.0,37.332,20.031892060799258,40.668,51.0
ensemble,2023-11-25,24,3,2023-12-16,115.0,45.494,39.00446918531446,69.506,88.0
ensemble,2023-11-25,25,1,2023-12-02,88.0,52.0,20.748735564677155,36.0,57.0
ensemble,2023-11-25,25,2,2023-12-09,117.0,58.0,34.370421414266495,59.0,86.0
ensemble,2023-11-25,25,3,2023-12-16,191.0,63.5,84.95750009138645,127.5,160.0
ensemble,2023-11-25,26,1,2023-12-02,106.0,67.5,19.37406738118265,38.5,54.0
ensemble,2023-11-25,26,2,2023-12-09,169.0,75.04834039661455,49.9340635227115,93.95165960338545,117.0
ensemble,2023-11-25,26,3,2023-12-16,238.0,86.57990249380144,81.78252005228106,151.42009750619854,186.0
ensemble,2023-11-25,27,1,2023-12-02,34.0,22.0,5.840589063267849,12.0,19.0
ensemble,2023-11-25,27,2,2023-12-09,48.0,26.0,10.884658217437725,22.0,33.0
ensemble,2023-11-25,27,3,2023-12-16,78.0,30.0,26.485405779830504,48.0,63.0
ensemble,2023-11-25,28,1,2023-12-02,77.0,53.061,12.655444066771974,23.939,31.0
ensemble,2023-11-25,28,2,2023-12-09,71.0,56.0,8.828303503858768,15.0,25.0
ensemble,2023-11-25,28,3,2023-12-16,96.0,64.84405124901454,15.76373514758825,31.15594875098546,50.0
ensemble,2023-11-25,29,1,2023-12-02,85.0,50.065,19.731870545768285,34.935,45.0
ensemble,2023-11-25,29,2,2023-12-09,140.0,58.9,51.897190407758046,81.1,100.0
ensemble,2023-11-25,29,3,2023-12-16,154.0,62.35847632222594,53.247055542561334,91.64152367777406,114.0
ensemble,2023-11-25,30,1,2023-12-02,18.0,4.3108,8.714048036619761,13.6892,15.0
ensemble,2023-11-25,30,2,2023-12-09,21.0,4.999999999999997,9.465941816217738,16.000000000000004,18.0
ensemble,2023-11-25,30,3,2023-12-16,37.0,5.997474395230044,20.829069200174754,31.002525604769957,34.0
ensemble,2023-11-25,31,1,2023-12-02,8.0,6.235290207578071,1.3922672534404739,1.7647097924219288,4.0
ensemble,2023-11-25,31,2,2023-12-09,11.0,7.000000000000002,2.235240663324596,3.9999999999999982,7.0
ensemble,2023-11-25,31,3,2023-12-16,13.0,6.698466757813709,3.0366555919434766,6.301533242186291,9.0
ensemble,2023-11-25,32,1,2023-12-02,47.0,44.0,4.830632695346624,3.0,17.0
ensemble,2023-11-25,32,2,2023-12-09,77.0,46.86,14.60580430626619,30.14,47.0
ensemble,2023-11-25,32,3,2023-12-16,118.0,54.215,32.981103400696206,63.785,88.0
ensemble,2023-11-25,33,1,2023-12-02,7.0,2.427,2.4988183128029395,4.573,5.0
ensemble,2023-11-25,33,2,2023-12-09,15.0,2.9084576135735,8.480264006991346,12.0915423864265,13.0
ensemble,2023-11-25,33,3,2023-12-16,28.0,2.527,19.840514630377232,25.473,26.0
ensemble,2023-11-25,34,1,2023-12-02,129.0,39.8789210540172,63.84420912028336,89.1210789459828,96.0
ensemble,2023-11-25,34,2,2023-12-09,160.0,41.82670486426725,87.19215849522924,118.17329513573276,127.0
ensemble,2023-11-25,34,3,2023-12-16,305.0,43.05079588908372,228.03802146296076,261.9492041109163,272.0
ensemble,2023-11-25,35,1,2023-12-02,43.0,15.0787785192165,17.54301511942514,27.9212214807835,31.0
ensemble,2023-11-25,35,2,2023-12-09,89.0,17.3008678531498,54.66005812204473,71.6991321468502,77.0
ensemble,2023-11-25,35,3,2023-12-16,157.0,22.04393333333333,114.00582381217606,134.95606666666666,145.0
ensemble,2023-11-25,36,1,2023-12-02,345.0,151.0,131.96665020711526,194.0,222.0
ensemble,2023-11-25,36,2,2023-12-09,509.0,189.99999999999997,231.47969560612353,319.0,386.0
ensemble,2023-11-25,36,3,2023-12-16,744.0,245.34973272010447,372.75132211177515,498.6502672798955,621.0
ensemble,2023-11-25,37,1,2023-12-02,213.0,114.03,58.84627337901313,98.97,125.0
ensemble,2023-11-25,37,2,2023-12-09,313.0,135.0,106.19150055046568,178.0,225.0
ensemble,2023-11-25,37,3,2023-12-16,402.0,146.57999999999998,156.40900121887697,255.42000000000002,314.0
ensemble,2023-11-25,38,1,2023-12-02,17.0,8.0,5.164726606945444,9.0,10.0
ensemble,2023-11-25,38,2,2023-12-09,11.0,9.0,1.8514200166033783,2.0,4.0
ensemble,2023-11-25,38,3,2023-12-16,16.0,9.74714801946118,3.248674216714834,6.25285198053882,9.0
ensemble,2023-11-25,39,1,2023-12-02,134.0,76.96,33.299512575580046,57.040000000000006,78.0
ensemble,2023-11-25,39,2,2023-12-09,161.0,87.26,45.36418792348506,73.74,105.0
ensemble,2023-11-25,39,3,2023-12-16,239.0,99.61005630493165,81.68862771656234,139.38994369506835,183.0
ensemble,2023-11-25,40,1,2023-12-02,71.0,41.60666666666666,13.822260393162972,29.393333333333338,34.0
ensemble,2023-11-25,40,2,2023-12-09,61.0,41.58625694889466,10.242578012306675,19.413743051105342,24.0
ensemble,2023-11-25,40,3,2023-12-16,85.0,57.228,16.02789150253096,27.772,48.0
ensemble,2023-11-25,41,1,2023-12-02,17.0,19.0,2.485129552599542,2.0,0.0
ensemble,2023-11-25,41,2,2023-12-09,43.0,21.293957709118253,12.37137607360819,21.706042290881747,26.0
ensemble,2023-11-25,41,3,2023-12-16,45.0,26.24771839868257,9.41175959627336,18.75228160131743,28.0
ensemble,2023-11-25,42,1,2023-12-02,217.0,106.0,64.25157389583707,111.0,128.0
ensemble,2023-11-25,42,2,2023-12-09,284.0,116.0,100.85483247477124,168.0,195.0
ensemble,2023-11-25,42,3,2023-12-16,395.0,136.8053932866997,173.6325161975114,258.1946067133003,306.0
ensemble,2023-11-25,44,1,2023-12-02,6.0,1.3,2.8194334357481443,4.7,6.0
ensemble,2023-11-25,44,2,2023-12-09,6.0,1.5,2.321579014975129,4.5,6.0
ensemble,2023-11-25,44,3,2023-12-16,24.0,1.3677485631584358,17.617092950777867,22.632251436841564,24.0
ensemble,2023-11-25,45,1,2023-12-02,133.0,75.9453679952486,35.57186216241676,57.0546320047514,69.0
ensemble,2023-11-25,45,2,2023-12-09,177.0,78.69425,62.54474875982384,98.30575,113.0
ensemble,2023-11-25,45,3,2023-12-16,264.0,78.36071305968507,125.29773480119711,185.63928694031495,200.0
ensemble,2023-11-25,46,1,2023-12-02,7.0,2.4,2.6194250742470575,4.6,6.0
ensemble,2023-11-25,46,2,2023-12-09,6.0,2.9853,1.725511191608603,3.0147,5.0
ensemble,2023-11-25,46,3,2023-12-16,13.0,2.6860281180129237,6.594889605033636,10.313971881987076,12.0
ensemble,2023-11-25,47,1,2023-12-02,98.0,74.0,13.032922702600658,24.0,41.0
ensemble,2023-11-25,47,2,2023-12-09,153.0,77.70876884460449,42.84978441575315,75.29123115539551,96.0
ensemble,2023-11-25,47,3,2023-12-16,180.0,83.37196763705322,54.29604552144356,96.62803236294678,123.0
ensemble,2023-11-25,48,1,2023-12-02,546.0,477.28,41.40634664452074,68.72000000000003,173.0
ensemble,2023-11-25,48,2,2023-12-09,590.0,507.105,53.24957443564883,82.89499999999998,217.0
ensemble,2023-11-25,48,3,2023-12-16,910.0,514.32,200.99151684958278,395.67999999999995,537.0
ensemble,2023-11-25,49,1,2023-12-02,17.0,8.5,4.083252364857449,8.5,10.0
ensemble,2023-11-25,49,2,2023-12-09,17.0,9.677000976735997,3.574866821114483,7.322999023264003,10.0
ensemble,2023-11-25,49,3,2023-12-16,24.0,9.925287127380638,7.179290926097,14.074712872619362,17.0
ensemble,2023-11-25,50,1,2023-12-02,3.0,6.0,1.7250283181328683,3.0,2.0
ensemble,2023-11-25,50,2,2023-12-09,8.0,8.0,1.4067464649755126,0.0,3.0
ensemble,2023-11-25,50,3,2023-12-16,8.0,8.25,1.785377057873496,0.25,3.0
ensemble,2023-11-25,51,1,2023-12-02,143.0,114.11,15.667443175301848,28.89,43.0
ensemble,2023-11-25,51,2,2023-12-09,157.0,122.215,19.084429867582674,34.785,57.0
ensemble,2023-11-25,51,3,2023-12-16,229.0,134.0,48.88420492742944,95.0,129.0
ensemble,2023-11-25,53,1,2023-12-02,74.0,47.5,13.811960789125743,26.5,41.0
ensemble,2023-11-25,53,2,2023-12-09,83.0,55.0,15.750347262148436,28.0,50.0
ensemble,2023-11-25,53,3,2023-12-16,109.0,60.3335,24.550999006489405,48.6665,76.0
ensemble,2023-11-25,54,1,2023-12-02,17.0,12.0,2.6756463241938118,5.0,9.0
ensemble,2023-11-25,54,2,2023-12-09,20.0,13.0,3.465169391852525,7.0,12.0
ensemble,2023-11-25,54,3,2023-12-16,33.0,13.572685412381173,10.59772953953833,19.427314587618827,25.0
ensemble,2023-11-25,55,1,2023-12-02,59.0,22.0,23.130249825995712,37.0,44.0
ensemble,2023-11-25,55,2,2023-12-09,99.0,24.91,53.063951066235916,74.09,84.0
ensemble,2023-11-25,55,3,2023-12-16,122.0,27.95,63.34163953801171,94.05,107.0
ensemble,2023-11-25,56,1,2023-12-02,24.0,9.0,9.114650767506436,15.0,15.0
ensemble,2023-11-25,56,2,2023-12-09,48.0,10.999999999999996,28.38210157785803,37.0,39.0
ensemble,2023-11-25,56,3,2023-12-16,49.0,11.240929313719684,26.874319018873916,37.75907068628032,40.0
ensemble,2023-12-02,01,1,2023-12-09,111.0,88.29050000000001,12.573698129383699,22.70949999999999,38.0
ensemble,2023-12-02,01,2,2023-12-16,151.0,90.16131197030272,31.053845997550535,60.83868802969728,78.0
ensemble,2023-12-02,01,3,2023-12-23,278.0,105.11984246800948,122.82547145421597,172.8801575319905,205.0
ensemble,2023-12-02,02,1,2023-12-09,14.0,16.425,2.480816608619644,2.4250000000000007,0.0
ensemble,2023-12-02,02,2,2023-12-16,4.0,17.0,7.182875775506252,13.0,10.0
ensemble,2023-12-02,02,3,2023-12-23,5.0,16.99,5.83917812107767,11.989999999999998,9.0
ensemble,2023-12-02,04,1,2023-12-09,394.0,271.5132,65.42717390667568,122.48680000000002,182.0
ensemble,2023-12-02,04,2,2023-12-16,606.0,313.0,175.63435593728772,293.0,394.0
ensemble,2023-12-02,04,3,2023-12-23,962.0,322.0,466.1528790156635,640.0,750.0
ensemble,2023-12-02,05,1,2023-12-09,41.0,31.46800303572689,5.130040755712553,9.531996964273109,14.0
ensemble,2023-12-02,05,2,2023-12-16,53.0,35.205736582716995,9.918706651485781,17.794263417283005,26.0
ensemble,2023-12-02,05,3,2023-12-23,96.0,38.620000000000005,38.16385613325621,57.379999999999995,69.0
ensemble,2023-12-02,06,1,2023-12-09,807.0,568.5244658968934,124.60057136382419,238.4755341031066,370.0
ensemble,2023-12-02,06,2,2023-12-16,996.0,630.1316658393225,186.10535957657703,365.8683341606775,559.0
ensemble,2023-12-02,06,3,2023-12-23,1632.0,661.5121765136719,608.4382906408973,970.4878234863281,1195.0
ensemble,2023-12-02,08,1,2023-12-09,153.0,206.8235,26.088061381761168,53.823499999999996,16.0
ensemble,2023-12-02,08,2,2023-12-16,220.0,235.49999999999997,20.81954529588892,15.499999999999972,83.0
ensemble,2023-12-02,08,3,2023-12-23,252.0,258.14475,23.948856862519442,6.144749999999988,115.0
ensemble,2023-12-02,09,1,2023-12-09,74.0,41.0,17.909413619023937,33.0,41.0
ensemble,2023-12-02,09,2,2023-12-16,120.0,46.0,44.08945388777489,74.0,87.0
ensemble,2023-12-02,09,3,2023-12-23,115.0,49.25,33.338166240239836,65.75,82.0
ensemble,2023-12-02,10,1,2023-12-09,10.0,3.0,4.475390213012025,7.0,9.0
ensemble,2023-12-02,10,2,2023-12-16,18.0,3.65,10.479614105100051,14.35,17.0
ensemble,2023-12-02,10,3,2023-12-23,24.0,4.0,14.860966803796702,20.0,23.0
ensemble,2023-12-02,11,1,2023-12-09,14.0,8.0,2.855788073657018,6.0,6.0
ensemble,2023-12-02,11,2,2023-12-16,20.0,9.0,5.944122733692313,11.0,12.0
ensemble,2023-12-02,11,3,2023-12-23,46.0,10.140797420460546,27.80816195049561,35.859202579539456,38.0
ensemble,2023-12-02,12,1,2023-12-09,763.0,793.171433243132,48.238386232182286,30.171433243132014,62.0
ensemble,2023-12-02,12,2,2023-12-16,844.0,864.0,61.56424704958527,20.0,143.0
ensemble,2023-12-02,12,3,2023-12-23,989.0,843.0,99.28265357402306,146.0,288.0
ensemble,2023-12-02,13,1,2023-12-09,261.0,146.2438793182373,60.35959140263759,114.7561206817627,105.0
ensemble,2023-12-02,13,2,2023-12-16,442.0,153.5204309027503,191.3919622751846,288.47956909724974,286.0
ensemble,2023-12-02,13,3,2023-12-23,746.0,159.40485763549805,461.2517396854773,586.595142364502,590.0
ensemble,2023-12-02,15,1,2023-12-09,33.0,28.0,3.182586580357008,5.0,7.0
ensemble,2023-12-02,15,2,2023-12-16,27.0,30.5,3.46089205570724,3.5,1.0
ensemble,2023-12-02,15,3,2023-12-23,28.0,31.0,3.399942503521547,3.0,2.0
ensemble,2023-12-02,16,1,2023-12-09,46.0,11.43775,26.7002737082478,34.56225,38.0
ensemble,2023-12-02,16,2,2023-12-16,67.0,12.72,43.25248400895935,54.28,59.0
