model,reference_date,location,horizon,target_end_date,truth,point,wis,mae,persistence_mae
ensemble,2024-01-27,20,1,2024-02-03,157.0,50.2591,80.47258824645864,106.74090000000001,91.0
ensemble,2024-01-27,20,2,2024-02-10,175.0,46.473185576141,100.83373642937526,128.526814423859,109.0
ensemble,2024-01-27,20,3,2024-02-17,175.0,37.25,106.43615980447815,137.75,109.0
ensemble,2024-01-27,21,1,2024-02-03,226.0,141.93746376037598,39.13676031026304,84.06253623962402,29.0
ensemble,2024-01-27,21,2,2024-02-10,284.0,139.82594416358685,85.1248597474119,144.17405583641315,87.0
ensemble,2024-01-27,21,3,2024-02-17,282.0,113.7621015063498,108.55104661318664,168.23789849365022,85.0
ensemble,2024-01-27,22,1,2024-02-03,121.0,90.625,16.89282402768351,30.375,20.0
ensemble,2024-01-27,22,2,2024-02-10,97.0,74.75370359785009,15.113931486783715,22.24629640214991,44.0
ensemble,2024-01-27,22,3,2024-02-17,85.0,60.86216974258423,14.535518347597593,24.13783025741577,56.0
ensemble,2024-01-27,23,1,2024-02-03,65.0,33.507,18.6908064184159,31.493000000000002,25.0
ensemble,2024-01-27,23,2,2024-02-10,77.0,30.0,30.007860826477177,47.0,37.0
ensemble,2024-01-27,23,3,2024-02-17,86.0,26.0,37.94031592742343,60.0,46.0
ensemble,2024-01-27,24,1,2024-02-03,113.0,132.97527961730958,14.755807887997657,19.97527961730958,85.0
ensemble,2024-01-27,24,2,2024-02-10,111.0,113.2287208610108,11.476844483705948,2.2287208610107996,87.0
ensemble,2024-01-27,24,3,2024-02-17,123.0,89.05914350908293,18.657754044203692,33.94085649091707,75.0
ensemble,2024-01-27,25,1,2024-02-03,415.0,247.0,89.60304448184195,168.0,25.0
ensemble,2024-01-27,25,2,2024-02-10,379.0,203.0,102.08185468935001,176.0,11.0
ensemble,2024-01-27,25,3,2024-02-17,500.0,161.0,232.07791758164294,339.0,110.0
ensemble,2024-01-27,26,1,2024-02-03,421.0,259.70580225648814,84.29828477692544,161.29419774351186,101.0
ensemble,2024-01-27,26,2,2024-02-10,590.0,222.8379432063569,240.8333139510685,367.1620567936431,270.0
ensemble,2024-01-27,26,3,2024-02-17,671.0,173.6241717338562,347.77228151897356,497.3758282661438,351.0
ensemble,2024-01-27,27,1,2024-02-03,150.0,93.56855382012944,32.077991469766424,56.43144617987056,27.0
ensemble,2024-01-27,27,2,2024-02-10,164.0,83.78217489587948,49.331823565241436,80.21782510412052,41.0
ensemble,2024-01-27,27,3,2024-02-17,173.0,70.9270621545609,64.13008873626185,102.0729378454391,50.0
ensemble,2024-01-27,28,1,2024-02-03,116.0,114.11,10.34074429282263,1.8900000000000006,50.0
ensemble,2024-01-27,28,2,2024-02-10,89.0,97.5,12.524342469599732,8.5,77.0
ensemble,2024-01-27,28,3,2024-02-17,97.0,79.0,12.912563633611583,18.0,69.0
ensemble,2024-01-27,29,1,2024-02-03,303.0,176.58024501800537,74.41895938816748,126.41975498199463,37.0
ensemble,2024-01-27,29,2,2024-02-10,344.0,150.19992566108704,109.92215588986984,193.80007433891296,78.0
ensemble,2024-01-27,29,3,2024-02-17,354.0,118.0,155.01752416256983,236.0,88.0
ensemble,2024-01-27,30,1,2024-02-03,86.0,46.01470672308674,22.03937230656327,39.98529327691326,5.0
ensemble,2024-01-27,30,2,2024-02-10,82.0,38.7,25.603085844745216,43.3,1.0
ensemble,2024-01-27,30,3,2024-02-17,24.0,27.68386624726964,4.992957749602994,3.6838662472696413,57.0
ensemble,2024-01-27,31,1,2024-02-03,47.0,29.2,9.209731003136834,17.8,12.0
ensemble,2024-01-27,31,2,2024-02-10,56.0,24.87444698288931,16.26499158470715,31.12555301711069,21.0
ensemble,2024-01-27,31,3,2024-02-17,56.0,21.631056966793853,17.27397295285449,34.36894303320615,21.0
ensemble,2024-01-27,32,1,2024-02-03,58.0,57.8938403980753,6.088476647755211,0.10615960192470197,26.0
ensemble,2024-01-27,32,2,2024-02-10,35.0,47.5805,8.792473323136477,12.5805,49.0
ensemble,2024-01-27,32,3,2024-02-17,51.0,36.98484275026945,8.710517341372386,14.01515724973055,33.0
ensemble,2024-01-27,33,1,2024-02-03,37.0,22.764344500860165,7.838975137530314,14.235655499139835,7.0
ensemble,2024-01-27,33,2,2024-02-10,45.0,18.0,13.908887781027682,27.0,15.0
ensemble,2024-01-27,33,3,2024-02-17,41.0,16.0,13.174503779490287,25.0,11.0
ensemble,2024-01-27,34,1,2024-02-03,331.0,293.0,30.08870761098116,38.0,110.0
ensemble,2024-01-27,34,2,2024-02-10,323.0,239.0,42.685866038543416,84.0,118.0
ensemble,2024-01-27,34,3,2024-02-17,370.0,185.084,94.87235986572861,184.916,71.0
ensemble,2024-01-27,35,1,2024-02-03,77.0,65.0,8.779066596915587,12.0,37.0
ensemble,2024-01-27,35,2,2024-02-10,78.0,50.5,13.804965162771056,27.5,36.0
ensemble,2024-01-27,35,3,2024-02-17,73.0,33.8,16.736034779760555,39.2,41.0
ensemble,2024-01-27,36,1,2024-02-03,770.0,526.4498129287349,133.00573568205817,243.5501870712651,93.0
ensemble,2024-01-27,36,2,2024-02-10,703.0,408.21330699920657,155.43119760762312,294.78669300079343,160.0
ensemble,2024-01-27,36,3,2024-02-17,790.0,323.05979331317644,260.28946941177105,466.94020668682356,73.0
ensemble,2024-01-27,37,1,2024-02-03,255.0,171.1502421665592,38.590973828498534,83.8497578334408,55.0
ensemble,2024-01-27,37,2,2024-02-10,174.0,120.84069743350535,32.129827763279074,53.159302566494645,136.0
ensemble,2024-01-27,37,3,2024-02-17,179.0,93.09615438974797,35.377787733387315,85.90384561025203,131.0
ensemble,2024-01-27,38,1,2024-02-03,40.0,24.91,8.347068444803014,15.09,1.0
ensemble,2024-01-27,38,2,2024-02-10,31.0,22.727,4.60446184183706,8.273,10.0
ensemble,2024-01-27,38,3,2024-02-17,29.0,17.529228219642686,5.252942171437646,11.470771780357314,12.0
ensemble,2024-01-27,39,1,2024-02-03,591.0,314.5,184.7903784229403,276.5,86.0
ensemble,2024-01-27,39,2,2024-02-10,608.0,271.997,228.10033561703185,336.003,103.0
ensemble,2024-01-27,39,3,2024-02-17,610.0,222.817697642384,252.15804503179052,387.182302357616,105.0
ensemble,2024-01-27,40,1,2024-02-03,421.0,235.535,114.93909011468224,185.465,168.0
ensemble,2024-01-27,40,2,2024-02-10,469.0,227.735,146.56128017873246,241.265,216.0
ensemble,2024-01-27,40,3,2024-02-17,391.0,221.5,94.37050989359922,169.5,138.0
ensemble,2024-01-27,41,1,2024-02-03,84.0,58.5,12.813399086997556,25.5,1.0
ensemble,2024-01-27,41,2,2024-02-10,87.0,52.1035,18.59501842500297,34.8965,2.0
ensemble,2024-01-27,41,3,2024-02-17,65.0,45.27784902090446,11.507628891010862,19.722150979095538,20.0
ensemble,2024-01-27,42,1,2024-02-03,456.0,305.0,76.87046398682256,151.0,2.0
ensemble,2024-01-27,42,2,2024-02-10,430.0,255.0,89.40532695652175,175.0,24.0
ensemble,2024-01-27,42,3,2024-02-17,499.0,181.35,185.00494501631033,317.65,45.0
ensemble,2024-01-27,44,1,2024-02-03,17.0,29.83939052373171,7.418945636453359,12.839390523731709,18.0
ensemble,2024-01-27,44,2,2024-02-10,21.0,24.340000000000003,3.3802992900647424,3.3400000000000034,14.0
ensemble,2024-01-27,44,3,2024-02-17,30.0,21.0,4.432823107336154,9.0,5.0
ensemble,2024-01-27,45,1,2024-02-03,175.0,117.56676926580931,30.723068240927436,57.43323073419069,22.0
ensemble,2024-01-27,45,2,2024-02-10,132.0,81.32995501203459,25.078640903210843,50.67004498796541,65.0
ensemble,2024-01-27,45,3,2024-02-17,130.0,59.46120187859259,31.7422103389946,70.53879812140741,67.0
ensemble,2024-01-27,46,1,2024-02-03,23.0,12.8,5.55905992316196,10.2,7.0
ensemble,2024-01-27,46,2,2024-02-10,18.0,12.0,3.602974303543866,6.0,2.0
ensemble,2024-01-27,46,3,2024-02-17,26.0,9.1186,10.171423293913094,16.8814,10.0
ensemble,2024-01-27,47,1,2024-02-03,223.0,238.0,22.646728325833664,15.0,138.0
ensemble,2024-01-27,47,2,2024-02-10,197.0,200.0,22.143413669779672,3.0,164.0
ensemble,2024-01-27,47,3,2024-02-17,195.0,167.5,24.286674263614028,27.5,166.0
ensemble,2024-01-27,48,1,2024-02-03,1350.0,1004.03885,168.76777086444685,345.96115,58.0
ensemble,2024-01-27,48,2,2024-02-10,1176.0,890.7085800170898,148.07245162324188,285.29141998291016,116.0
ensemble,2024-01-27,48,3,2024-02-17,892.0,738.8025,97.22506979222958,153.1975,400.0
ensemble,2024-01-27,49,1,2024-02-03,28.0,21.550860740228032,4.278543942936812,6.449139259771968,0.0
ensemble,2024-01-27,49,2,2024-02-10,16.0,18.0,3.6471351693051934,2.0,12.0
ensemble,2024-01-27,49,3,2024-02-17,19.0,17.5,3.928213682525119,1.5,9.0
ensemble,2024-01-27,50,1,2024-02-03,18.0,23.736905059782824,3.426999904688298,5.736905059782824,8.0
ensemble,2024-01-27,50,2,2024-02-10,20.0,22.02386496835947,2.7649137676023647,2.0238649683594687,6.0
ensemble,2024-01-27,50,3,2024-02-17,21.0,19.08267797816545,2.600023629487427,1.9173220218345506,5.0
ensemble,2024-01-27,51,1,2024-02-03,190.0,201.3617259862962,20.230778716888853,11.361725986296193,115.0
ensemble,2024-01-27,51,2,2024-02-10,179.0,167.12053663978327,23.114568523861738,11.879463360216732,126.0
ensemble,2024-01-27,51,3,2024-02-17,202.0,136.975,32.02733068500217,65.025,103.0
ensemble,2024-01-27,53,1,2024-02-03,105.0,119.374,12.635350743784103,14.373999999999995,40.0
ensemble,2024-01-27,53,2,2024-02-10,80.0,94.97983927205152,14.616896026333045,14.979839272051521,65.0
ensemble,2024-01-27,53,3,2024-02-17,73.0,82.0,13.862548874479799,9.0,72.0
ensemble,2024-01-27,54,1,2024-02-03,127.0,115.0,9.883584693143284,12.0,18.0
ensemble,2024-01-27,54,2,2024-02-10,131.0,101.914,16.956937023305564,29.086,14.0
ensemble,2024-01-27,54,3,2024-02-17,184.0,82.95,62.931564582801684,101.05,39.0
ensemble,2024-01-27,55,1,2024-02-03,175.0,123.95004947183553,27.17209507302644,51.04995052816447,1.0
ensemble,2024-01-27,55,2,2024-02-10,178.0,104.0,36.513192764503664,74.0,2.0
ensemble,2024-01-27,55,3,2024-02-17,209.0,87.0,71.30263586013284,122.0,33.0
ensemble,2024-01-27,56,1,2024-02-03,40.0,18.0,13.715835449580519,22.0,17.0
ensemble,2024-01-27,56,2,2024-02-10,33.0,13.4135,10.631407376474323,19.5865,10.0
ensemble,2024-01-27,56,3,2024-02-17,44.0,10.08567814929298,22.435997961793607,33.91432185070702,21.0
ensemble,2024-02-03,01,1,2024-02-10,112.0,95.5,12.212786198506581,16.5,31.0
ensemble,2024-02-03,01,2,2024-02-17,122.0,75.36486864089966,23.089063510976462,46.63513135910034,21.0
ensemble,2024-02-03,01,3,2024-02-24,89.0,65.0650075421714,14.233420320511742,23.9349924578286,54.0
ensemble,2024-02-03,02,1,2024-02-10,11.0,6.320715188980103,2.4928193396095604,4.679284811019897,4.0
ensemble,2024-02-03,02,2,2024-02-17,2.0,6.0,2.238084880767438,4.0,5.0
ensemble,2024-02-03,02,3,2024-02-24,4.0,6.0,1.507924931130868,2.0,3.0
ensemble,2024-02-03,04,1,2024-02-10,188.0,454.12422893989856,156.49543495986453,266.12422893989856,461.0
ensemble,2024-02-03,04,2,2024-02-17,204.0,358.0,87.34222285448143,154.0,445.0
ensemble,2024-02-03,04,3,2024-02-24,204.0,312.49,61.6239945836577,108.49000000000001,445.0
ensemble,2024-02-03,05,1,2024-02-10,292.0,210.0,44.1502309487269,82.0,16.0
ensemble,2024-02-03,05,2,2024-02-17,258.0,181.3,36.520153057079554,76.69999999999999,18.0
ensemble,2024-02-03,05,3,2024-02-24,275.0,159.96972912579696,61.91972702437192,115.03027087420304,1.0
ensemble,2024-02-03,06,1,2024-02-10,411.0,486.48200718123474,58.075378434389,75.48200718123474,295.0
ensemble,2024-02-03,06,2,2024-02-17,328.0,422.5997833384272,70.13234418357744,94.59978333842719,378.0
ensemble,2024-02-03,06,3,2024-02-24,300.0,354.68268705341137,62.6718598930489,54.68268705341137,406.0
ensemble,2024-02-03,08,1,2024-02-10,196.0,127.308370505542,39.06781929667736,68.691629494458,33.0
ensemble,2024-02-03,08,2,2024-02-17,137.0,103.30775394839604,17.986094886747107,33.69224605160396,92.0
ensemble,2024-02-03,08,3,2024-02-24,129.0,84.10173719705145,23.302519745059048,44.89826280294855,100.0
ensemble,2024-02-03,09,1,2024-02-10,142.0,123.11,12.326962539913065,18.89,14.0
ensemble,2024-02-03,09,2,2024-02-17,119.0,109.12682138478884,12.486816137440092,9.87317861521116,37.0
ensemble,2024-02-03,09,3,2024-02-24,173.0,94.0,39.52921297944879,79.0,17.0
ensemble,2024-02-03,10,1,2024-02-10,25.0,19.429279051721096,3.573373857582009,5.570720948278904,3.0
ensemble,2024-02-03,10,2,2024-02-17,36.0,16.00491649657488,11.083130717510697,19.99508350342512,8.0
ensemble,2024-02-03,10,3,2024-02-24,24.0,12.1753,5.982696637084003,11.8247,4.0
ensemble,2024-02-03,11,1,2024-02-10,14.0,14.7435,2.2613394850328175,0.7434999999999992,7.0
ensemble,2024-02-03,11,2,2024-02-17,19.0,11.371328765876951,3.8353494289291725,7.628671234123049,2.0
ensemble,2024-02-03,11,3,2024-02-24,18.0,8.5,4.548529963896753,9.5,3.0
ensemble,2024-02-03,12,1,2024-02-10,828.0,645.017601994791,96.45624262078206,182.982398005209,8.0
ensemble,2024-02-03,12,2,2024-02-17,678.0,560.8541469563982,67.06658852838764,117.14585304360185,158.0
ensemble,2024-02-03,12,3,2024-02-24,625.0,505.146,73.46559068389439,119.85399999999998,211.0
ensemble,2024-02-03,13,1,2024-02-10,308.0,279.0,31.163967940634617,29.0,151.0
ensemble,2024-02-03,13,2,2024-02-17,259.0,225.0752592248603,38.198730874821024,33.924740775139696,200.0
ensemble,2024-02-03,13,3,2024-02-24,188.0,203.91,34.326282857268716,15.909999999999997,271.0
ensemble,2024-02-03,15,1,2024-02-10,17.0,24.889,4.110829457404818,7.888999999999999,13.0
ensemble,2024-02-03,15,2,2024-02-17,10.0,23.26528458404593,7.50128915161122,13.26528458404593,20.0
ensemble,2024-02-03,15,3,2024-02-24,14.0,23.370584207028053,4.911021415973178,9.370584207028053,16.0
ensemble,2024-02-03,16,1,2024-02-10,61.0,43.0,9.195448794719619,18.0,8.0
ensemble,2024-02-03,16,2,2024-02-17,59.0,36.392,11.911998915448143,22.607999999999997,10.0
ensemble,2024-02-03,16,3,2024-02-24,90.0,27.0,37.211016886622424,63.0,21.0
ensemble,2024-02-03,17,1,2024-02-10,250.0,176.3,41.29168667809973,73.69999999999999,25.0
ensemble,2024-02-03,17,2,2024-02-17,262.0,149.0,65.80542256457865,113.0,13.0
ensemble,2024-02-03,17,3,2024-02-24,299.0,123.223,104.865530087255,175.777,24.0
ensemble,2024-02-03,18,1,2024-02-10,371.0,282.7141628492573,50.58362823286287,88.28583715074268,36.0
ensemble,2024-02-03,18,2,2024-02-17,349.0,238.9433675090282,56.53428776817906,110.0566324909718,14.0
ensemble,2024-02-03,18,3,2024-02-24,346.0,209.0,72.95019770175978,137.0,11.0
ensemble,2024-02-03,19,1,2024-02-10,112.0,63.755541113808206,30.471437174993863,48.244458886191794,36.0
ensemble,2024-02-03,19,2,2024-02-17,124.0,55.017283952704354,43.87963617819828,68.98271604729564,48.0
ensemble,2024-02-03,19,3,2024-02-24,157.0,48.00794956312079,80.17587205163807,108.99205043687921,81.0
ensemble,2024-02-03,20,1,2024-02-10,175.0,49.0,102.47259603396647,126.0,107.0
ensemble,2024-02-03,20,2,2024-02-17,175.0,48.8691,104.4013047100754,126.1309,107.0
ensemble,2024-02-03,20,3,2024-02-24,86.0,41.0,25.671359206521732,45.0,18.0
ensemble,2024-02-03,21,1,2024-02-10,284.0,205.5,43.231965788834934,78.5,29.0
ensemble,2024-02-03,21,2,2024-02-17,282.0,185.0,51.60639711042493,97.0,27.0
ensemble,2024-02-03,21,3,2024-02-24,281.0,163.15949310163148,64.09019223536943,117.84050689836852,26.0
ensemble,2024-02-03,22,1,2024-02-10,97.0,92.0,10.16618892130855,5.0,33.0
ensemble,2024-02-03,22,2,2024-02-17,85.0,76.555,11.233380127483747,8.444999999999993,45.0
ensemble,2024-02-03,22,3,2024-02-24,95.0,61.590022174259,16.229924945353673,33.409977825741,35.0
ensemble,2024-02-03,23,1,2024-02-10,77.0,28.963,34.449615262306324,48.037,43.0
ensemble,2024-02-03,23,2,2024-02-17,86.0,26.0,45.679267736857234,60.0,52.0
ensemble,2024-02-03,23,3,2024-02-24,69.0,21.611,31.901214101590767,47.388999999999996,35.0
ensemble,2024-02-03,24,1,2024-02-10,111.0,117.5,10.701689532933091,6.5,60.0
ensemble,2024-02-03,24,2,2024-02-17,123.0,107.645,13.526774612360864,15.355000000000004,48.0
ensemble,2024-02-03,24,3,2024-02-24,118.0,81.3775,19.62310016045584,36.6225,53.0
ensemble,2024-02-03,25,1,2024-02-10,379.0,268.0,56.548312645191515,111.0,23.0
ensemble,2024-02-03,25,2,2024-02-17,500.0,226.0,195.24653105850555,274.0,144.0
ensemble,2024-02-03,25,3,2024-02-24,438.0,188.0,172.50282932516214,250.0,82.0
ensemble,2024-02-03,26,1,2024-02-10,590.0,306.5,191.94791979359223,283.5,248.0
ensemble,2024-02-03,26,2,2024-02-17,671.0,258.5,282.38493842412464,412.5,329.0
ensemble,2024-02-03,26,3,2024-02-24,841.0,227.80563612667373,461.32550314613354,613.1943638733262,499.0
ensemble,2024-02-03,27,1,2024-02-10,164.0,110.5,28.010759488434243,53.5,20.0
ensemble,2024-02-03,27,2,2024-02-17,173.0,89.0,48.10088181764246,84.0,29.0
ensemble,2024-02-03,27,3,2024-02-24,159.0,79.0,48.49071026124815,80.0,15.0
ensemble,2024-02-03,28,1,2024-02-10,89.0,102.0,10.848405686297353,13.0,75.0
ensemble,2024-02-03,28,2,2024-02-17,97.0,78.77277374267578,12.65994776923548,18.22722625732422,67.0
ensemble,2024-02-03,28,3,2024-02-24,57.0,77.9153060913086,13.486522138702247,20.915306091308594,107.0
ensemble,2024-02-03,29,1,2024-02-10,344.0,195.75,92.14856777124082,148.25,72.0
ensemble,2024-02-03,29,2,2024-02-17,354.0,168.4888043742215,120.58095668728599,185.5111956257785,82.0
ensemble,2024-02-03,29,3,2024-02-24,454.0,141.2345,222.0651597837021,312.7655,182.0
ensemble,2024-02-03,30,1,2024-02-10,82.0,56.141,13.811844045618678,25.859,24.0
ensemble,2024-02-03,30,2,2024-02-17,24.0,42.092,10.679656735960624,18.092,82.0
ensemble,2024-02-03,30,3,2024-02-24,22.0,30.37866296005931,7.064000447012671,8.378662960059309,84.0
ensemble,2024-02-03,31,1,2024-02-10,56.0,37.0,10.275013472758141,19.0,9.0
ensemble,2024-02-03,31,2,2024-02-17,56.0,34.36918774214064,12.161767458107345,21.63081225785936,9.0
ensemble,2024-02-03,31,3,2024-02-24,86.0,31.865,36.56798531835465,54.135000000000005,39.0
ensemble,2024-02-03,32,1,2024-02-10,35.0,37.26333665847778,4.7391110353735595,2.263336658477783,34.0
ensemble,2024-02-03,32,2,2024-02-17,51.0,28.89402198791504,10.44437780363491,22.10597801208496,18.0
ensemble,2024-02-03,32,3,2024-02-24,43.0,21.7532,9.088859165221578,21.2468,26.0
ensemble,2024-02-03,33,1,2024-02-10,45.0,17.0,17.800381165319333,28.0,21.0
ensemble,2024-02-03,33,2,2024-02-17,41.0,14.406,15.804690807802002,26.594,17.0
ensemble,2024-02-03,33,3,2024-02-24,33.0,12.905751734972,10.786837091429897,20.094248265028,9.0
ensemble,2024-02-03,34,1,2024-02-10,323.0,235.8,49.830845535919195,87.19999999999999,23.0
ensemble,2024-02-03,34,2,2024-02-17,370.0,186.46633974089235,116.87446788655244,183.53366025910765,24.0
ensemble,2024-02-03,34,3,2024-02-24,297.0,176.2,80.64796457603008,120.80000000000001,49.0
ensemble,2024-02-03,35,1,2024-02-10,78.0,67.89,8.654213309378413,10.11,26.0
ensemble,2024-02-03,35,2,2024-02-17,73.0,59.65707032342762,10.572713541813611,13.342929676572382,31.0
ensemble,2024-02-03,35,3,2024-02-24,60.0,57.73208414274516,10.079463717010862,2.2679158572548417,44.0
ensemble,2024-02-03,36,1,2024-02-10,703.0,639.0,53.97497192778915,64.0,220.0
ensemble,2024-02-03,36,2,2024-02-17,790.0,524.0,128.8261854259686,266.0,133.0
ensemble,2024-02-03,36,3,2024-02-24,798.0,442.05,182.8463761509886,355.95,125.0
ensemble,2024-02-03,37,1,2024-02-10,174.0,188.0,22.0069108459337,14.0,134.0
ensemble,2024-02-03,37,2,2024-02-17,179.0,150.67,28.27570600509514,28.330000000000013,129.0
ensemble,2024-02-03,37,3,2024-02-24,160.0,120.67,32.15273340379681,39.33,148.0
ensemble,2024-02-03,38,1,2024-02-10,31.0,32.0,2.6187084834729535,1.0,17.0
ensemble,2024-02-03,38,2,2024-02-17,29.0,27.77830991685823,3.040791985758629,1.2216900831417696,19.0
ensemble,2024-02-03,38,3,2024-02-24,25.0,27.489756199192463,3.5741644654331584,2.4897561991924633,23.0
ensemble,2024-02-03,39,1,2024-02-10,608.0,369.00000000000006,143.51769604198924,238.99999999999994,18.0
ensemble,2024-02-03,39,2,2024-02-17,610.0,326.4,172.67411675093777,283.6,20.0
ensemble,2024-02-03,39,3,2024-02-24,662.0,288.0,241.96600570749484,374.0,72.0
ensemble,2024-02-03,40,1,2024-02-10,469.0,348.0,61.868771961644185,121.0,123.0
ensemble,2024-02-03,40,2,2024-02-17,391.0,309.74753462728245,45.36225974159541,81.25246537271755,45.0
ensemble,2024-02-03,40,3,2024-02-24,170.0,288.66304268341065,59.85912916345978,118.66304268341065,176.0
ensemble,2024-02-03,41,1,2024-02-10,87.0,69.47,10.127879953091746,17.53,11.0
ensemble,2024-02-03,41,2,2024-02-17,65.0,60.0,8.396767791789072,5.0,33.0
ensemble,2024-02-03,41,3,2024-02-24,89.0,51.0,20.61338082134293,38.0,9.0
ensemble,2024-02-03,42,1,2024-02-10,430.0,287.55,72.83899580740952,142.45,21.0
ensemble,2024-02-03,42,2,2024-02-17,499.0,240.0,145.71483285476083,259.0,90.0
ensemble,2024-02-03,42,3,2024-02-24,500.0,186.0,194.13305647893395,314.0,91.0
ensemble,2024-02-03,44,1,2024-02-10,21.0,20.0,2.450282424365311,1.0,6.0
ensemble,2024-02-03,44,2,2024-02-17,30.0,16.0,6.831481443656281,14.0,3.0
ensemble,2024-02-03,44,3,2024-02-24,35.0,13.8,11.906241190787501,21.2,8.0
ensemble,2024-02-03,45,1,2024-02-10,132.0,148.0,15.180691888582336,16.0,81.0
ensemble,2024-02-03,45,2,2024-02-17,130.0,125.0,17.533572217875275,5.0,83.0
ensemble,2024-02-03,45,3,2024-02-24,111.0,99.0,18.59313650966213,12.0,102.0
ensemble,2024-02-03,46,1,2024-02-10,18.0,20.189,2.7994998740283346,2.189,9.0
ensemble,2024-02-03,46,2,2024-02-17,26.0,18.0,4.582057270086354,8.0,1.0
ensemble,2024-02-03,46,3,2024-02-24,42.0,16.0,14.360240667970444,26.0,15.0
ensemble,2024-02-03,47,1,2024-02-10,197.0,187.0,15.503408119807835,10.0,83.0
ensemble,2024-02-03,47,2,2024-02-17,195.0,144.69091337573792,24.890935966442083,50.30908662426208,85.0
ensemble,2024-02-03,47,3,2024-02-24,203.0,117.17402921733716,45.044601569045476,85.82597078266284,77.0
ensemble,2024-02-03,48,1,2024-02-10,1176.0,1228.4947146510283,71.36409305491159,52.49471465102829,259.0
ensemble,2024-02-03,48,2,2024-02-17,892.0,1128.6482576769365,135.24586674164672,236.6482576769365,543.0
ensemble,2024-02-03,48,3,2024-02-24,788.0,1030.5,136.0214847424754,242.5,647.0
ensemble,2024-02-03,49,1,2024-02-10,16.0,25.257319658994675,4.883469254919614,9.257319658994675,22.0
ensemble,2024-02-03,49,2,2024-02-17,19.0,21.9,3.768643057990123,2.8999999999999986,19.0
ensemble,2024-02-03,49,3,2024-02-24,9.0,20.24,6.4504134692841175,11.239999999999998,29.0
ensemble,2024-02-03,50,1,2024-02-10,20.0,17.959,1.9669091547280768,2.0410000000000004,1.0
ensemble,2024-02-03,50,2,2024-02-17,21.0,15.62,2.9282515966717058,5.380000000000001,0.0
ensemble,2024-02-03,50,3,2024-02-24,26.0,16.0,5.264340907103113,10.0,5.0
ensemble,2024-02-03,51,1,2024-02-10,179.0,190.0,18.885186920785067,11.0,91.0
ensemble,2024-02-03,51,2,2024-02-17,202.0,168.0,25.321963001208573,34.0,68.0
ensemble,2024-02-03,51,3,2024-02-24,208.0,141.00000000000006,36.4315746873685,66.99999999999994,62.0
ensemble,2024-02-03,53,1,2024-02-10,80.0,87.8,9.632088014941095,7.799999999999997,40.0
ensemble,2024-02-03,53,2,2024-02-17,73.0,76.10228924367138,9.946005479751433,3.102289243671379,47.0
ensemble,2024-02-03,53,3,2024-02-24,99.0,66.81999308310071,15.968202109883636,32.18000691689929,21.0
ensemble,2024-02-03,54,1,2024-02-10,131.0,102.6,15.660578254322507,28.400000000000006,5.0
ensemble,2024-02-03,54,2,2024-02-17,184.0,81.0,57.779331059522164,103.0,48.0
ensemble,2024-02-03,54,3,2024-02-24,163.0,71.0,51.244475999054096,92.0,27.0
ensemble,2024-02-03,55,1,2024-02-10,178.0,90.9,56.30409541399573,87.1,37.0
ensemble,2024-02-03,55,2,2024-02-17,209.0,74.1,92.37851720440226,134.9,68.0
ensemble,2024-02-03,55,3,2024-02-24,213.0,60.5,106.53551950287499,152.5,72.0
ensemble,2024-02-03,56,1,2024-02-10,33.0,24.0,5.031603483684147,9.0,7.0
ensemble,2024-02-03,56,2,2024-02-17,44.0,22.767,10.676497114820293,21.233,4.0
ensemble,2024-02-03,56,3,2024-02-24,27.0,18.0,5.434635566320205,9.0,13.0
ensemble,2024-02-10,01,1,2024-02-17,122.0,73.45,26.638714929569712,48.55,19.0
ensemble,2024-02-10,01,2,2024-02-24,89.0,57.7,15.58647245755015,31.299999999999997,14.0
ensemble,2024-02-10,01,3,2024-03-02,85.0,52.5855,15.757913226684757,32.4145,18.0
ensemble,2024-02-10,02,1,2024-02-17,2.0,6.970622063793696,2.4945382858260556,4.970622063793696,6.0
ensemble,2024-02-10,02,2,2024-02-24,4.0,6.326826002918095,1.4854645988253268,2.3268260029180947,4.0
ensemble,2024-02-10,02,3,2024-03-02,11.0,6.491509446716309,2.5128067003681887,4.508490553283691,3.0
ensemble,2024-02-10,04,1,2024-02-17,204.0,248.80175000000003,31.051731570659765,44.80175000000003,156.0
ensemble,2024-02-10,04,2,2024-02-24,204.0,198.21175,26.904884833127703,5.788250000000005,156.0
ensemble,2024-02-10,04,3,2024-03-02,182.0,167.57675,30.724250091408205,14.423249999999996,178.0
ensemble,2024-02-10,05,1,2024-02-17,258.0,189.9625,36.25596984141654,68.0375,13.0
ensemble,2024-02-10,05,2,2024-02-24,275.0,161.42448501628564,63.76175881486509,113.57551498371436,30.0
ensemble,2024-02-10,05,3,2024-03-02,278.0,136.41294768229176,75.8599858774806,141.58705231770824,33.0
ensemble,2024-02-10,06,1,2024-02-17,328.0,380.7544822692871,48.92596936627041,52.75448226928711,189.0
ensemble,2024-02-10,06,2,2024-02-24,300.0,339.60000000000014,54.74259089080721,39.600000000000136,217.0
ensemble,2024-02-10,06,3,2024-03-02,269.0,316.5020071816873,59.380098083648,47.502007181687304,248.0
ensemble,2024-02-10,08,1,2024-02-17,137.0,143.09540578011956,11.086613911105738,6.095405780119563,59.0
