Mmwrweek_end,Level,State,Tests,Detections,Percent_pos,Subtype,Pathogen,Posted,Tests_3wma,Detections_5wma,Percent_Pos_3wma
07/13/2019 12:00:00 AM,Region 4,,,,0.19,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 4,,,,1.80,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 4,,,,0.28,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 4,,1146,37,3.23,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 4,,1058,153,14.46,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,1170,56,4.79,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,,,0.10,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,1025,7,0.68,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,,,0.39,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,,,0.20,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,1345,29,2.16,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,1331,72,5.41,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,,,0.60,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,,,0.15,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,,,4.36,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,,,0.30,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,1585,19,1.20,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 5,,1318,240,18.21,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,1113,53,4.76,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,,,0.50,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,795,10,1.26,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,,,0.63,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,,,0.13,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,1063,18,1.69,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,1103,36,3.26,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,,,1.00,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,,,0.09,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,,,1.90,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,,,0.27,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,1177,19,1.61,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 6,,971,173,17.82,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,245,20,8.16,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,*,*,0.41,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,,,0.41,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,,,0.00,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,*,*,1.63,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,245,15,6.12,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,,,0.41,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,,,0.00,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,,,5.31,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,,,0.41,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,219,5,2.28,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 7,,245,69,28.16,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,542,17,3.14,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,,,0.18,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,*,*,0.37,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,,,0.18,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,542,5,0.92,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,542,17,3.14,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,,,0.55,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,,,0.18,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,,,2.21,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,,,0.18,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,582,0,0.00,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 8,,542,97,17.90,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,481,19,3.95,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,*,*,1.65,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,,,0.83,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,,,0.83,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,*,*,0.63,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,474,24,5.06,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,,,0.00,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,,,0.00,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,,,5.06,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,,,0.00,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,*,*,0.71,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/13/2019 12:00:00 AM,Region 9,,484,66,13.64,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,6022,248,4.12,Combined Type,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,,,0.22,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,4898,39,0.80,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,,,0.31,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,,,0.14,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,,,0.12,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,6127,82,1.34,Combined Type,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,6149,225,3.66,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,,,1.02,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,,,0.18,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,,,2.20,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,,,0.26,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,6972,90,1.29,Combined Type,RSV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,National,,6043,1009,16.70,Combined Type,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,258,6,2.33,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,32,0,0.00,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,,,0.00,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,*,*,1.65,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,*,*,0.83,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,,,0.00,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,,,0.00,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,,,0.00,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,,,0.83,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,295,5,1.69,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 1,,234,25,10.68,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,287,8,2.79,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,,,0.56,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,*,*,0.56,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,,,0.00,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,287,5,1.74,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,286,10,3.50,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,,,0.00,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,,,0.00,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,,,3.50,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,,,0.00,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,378,0,0.00,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 10,,286,50,17.48,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,928,33,3.56,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,,,0.22,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,930,5,0.54,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,,,0.11,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,,,0.22,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,928,12,1.29,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,928,41,4.42,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,,,1.83,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,,,0.32,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,,,1.94,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,,,0.32,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,1029,10,0.97,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 2,,928,159,17.13,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,405,21,5.19,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,364,0,0.00,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,,,0.00,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,*,*,0.25,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,404,16,3.96,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,,,0.99,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,,,0.50,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,,,2.23,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,,,0.25,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,*,*,0.48,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 3,,403,75,18.61,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,768,18,2.34,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,768,6,0.78,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,,,0.26,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,,,0.39,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,,,0.13,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,775,8,1.03,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,768,37,4.82,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,,,2.21,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,,,0.13,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,,,2.21,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,,,0.26,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,895,23,2.57,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 4,,768,115,14.97,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,1131,39,3.45,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,,,0.50,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,1009,12,1.19,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,,,0.59,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,,,0.10,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,1284,16,1.25,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,1279,53,4.14,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,,,0.86,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,,,0.08,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,,,3.05,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,,,0.16,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,1534,19,1.24,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 5,,1272,228,17.92,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,1046,59,5.64,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,,,0.26,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,775,7,0.90,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,,,0.26,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,,,0.13,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,,,0.26,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,1016,20,1.97,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,1044,29,2.78,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,,,0.86,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,,,0.29,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,,,1.34,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,,,0.29,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,1143,23,2.01,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 6,,951,159,16.72,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,283,20,7.07,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,*,*,0.35,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,,,0.35,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,,,0.00,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,283,8,2.83,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,283,11,3.89,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,,,0.00,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,,,0.00,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,,,3.53,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,,,0.35,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,*,*,0.39,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 7,,283,79,27.92,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,474,20,4.22,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,,,0.23,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,*,*,0.69,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,,,0.23,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,,,0.00,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,,,0.23,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,473,5,1.06,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,473,9,1.90,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,,,0.63,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,,,0.21,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,,,1.06,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,,,0.00,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,*,*,0.39,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 8,,473,74,15.64,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,442,24,5.43,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,*,*,3.28,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,,,2.46,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,,,0.82,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,*,*,0.69,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,442,17,3.85,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,,,0.45,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,,,0.00,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,,,2.94,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,,,0.45,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,515,5,0.97,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/20/2019 12:00:00 AM,Region 9,,445,45,10.11,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/27/2019 12:00:00 AM,National,,5784,233,4.03,Combined Type,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/27/2019 12:00:00 AM,National,,,,0.15,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/27/2019 12:00:00 AM,National,,4753,22,0.46,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/27/2019 12:00:00 AM,National,,,,0.19,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
